,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
86903,local businesses,3,2,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5951466319754747,a
86916,ike,0,1,4,0,1,2,5,3,15,0.26666666666666666,0.0,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.2,0.5731860280047888,a
87084,latin,0,1,14,0,1,0,12,12,39,0.358974358974359,0.0,0.02564102564102564,0.0,0.3076923076923077,0.3076923076923077,0.6242812471283741,a
87089,march,0,1,55,0,1,2,83,42,183,0.3005464480874317,0.0,0.00546448087431694,0.01092896174863388,0.453551912568306,0.22950819672131148,0.41533669924671035,a
87266,amazon.com,1,1,3,0,2,0,4,8,17,0.17647058823529413,0.0,0.11764705882352941,0.0,0.23529411764705882,0.47058823529411764,0.543060537637938,a
87271,bible,1,1,19,0,2,0,15,17,53,0.3584905660377358,0.0,0.03773584905660377,0.0,0.2830188679245283,0.32075471698113206,0.6466270016371565,a
87302,natalia,0,1,5,0,1,0,4,3,13,0.38461538461538464,0.0,0.07692307692307693,0.0,0.3076923076923077,0.23076923076923078,0.6225354614102508,a
87371,yellow black,3,2,1,0,0,2,2,5,10,0.1,0.0,0.0,0.2,0.2,0.5,0.6418984790233386,a
87378,prometido,3,1,0,0,0,2,2,1,5,0.0,0.0,0.0,0.4,0.4,0.2,0.4530293267240119,a
87404,gaboleh,2,1,6,0,1,0,7,2,16,0.375,0.0,0.0625,0.0,0.4375,0.125,0.4608510248354147,a
87407,bismillah,0,1,11,0,7,0,10,17,45,0.24444444444444444,0.0,0.15555555555555556,0.0,0.2222222222222222,0.37777777777777777,0.5929220624975992,a
87446,globo,0,1,49,0,2,1,40,33,125,0.392,0.0,0.016,0.008,0.32,0.264,0.6391795297059337,a
87555,lopez,2,1,2,0,0,0,4,5,11,0.18181818181818182,0.0,0.0,0.0,0.36363636363636365,0.45454545454545453,0.4384999150640577,a
87583,hall of fame,0,3,8,0,0,0,5,7,20,0.4,0.0,0.0,0.0,0.25,0.35,0.6235193155812274,a
87585,felix,0,1,3,0,2,0,4,2,11,0.2727272727272727,0.0,0.18181818181818182,0.0,0.36363636363636365,0.18181818181818182,0.42842646341087737,a
87624,jovens,4,1,2,0,0,0,3,3,8,0.25,0.0,0.0,0.0,0.375,0.375,0.47493986646133024,a
87665,mod2,1,1,0,0,0,2,2,2,6,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5050153475316219,a
87676,gunners,0,1,14,0,2,1,15,11,43,0.32558139534883723,0.0,0.046511627906976744,0.023255813953488372,0.3488372093023256,0.2558139534883721,0.554906540729195,a
87781,credit card debt,0,3,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.5295304285096949,a
87917,php,0,1,0,0,0,17,12,14,43,0.0,0.0,0.0,0.3953488372093023,0.27906976744186046,0.32558139534883723,0.5977628175592578,a
87950,kino,0,1,4,0,1,1,5,1,12,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.4857044275678408,a
88021,fla,0,1,12,0,2,2,10,7,33,0.36363636363636365,0.0,0.06060606060606061,0.06060606060606061,0.30303030303030304,0.21212121212121213,0.6449306401151239,a
88081,bree,0,1,4,0,0,0,3,1,8,0.5,0.0,0.0,0.0,0.375,0.125,0.6493131882580123,a
88092,tx,0,1,2,0,2,20,18,32,74,0.02702702702702703,0.0,0.02702702702702703,0.2702702702702703,0.24324324324324326,0.43243243243243246,0.5899747284064265,a
88098,trisakti,1,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
88236,hunter,0,1,5,0,1,0,6,6,18,0.2777777777777778,0.0,0.05555555555555555,0.0,0.3333333333333333,0.3333333333333333,0.5247196297092025,a
88276,juara 3,1,2,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.5240356931537813,a
88360,vrt,4,1,0,4,0,1,0,1,6,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.4397528997664398,a
88377,pms,2,1,0,0,0,4,5,4,13,0.0,0.0,0.0,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.4287981531885839,a
88416,polo,1,1,18,0,1,0,20,11,50,0.36,0.0,0.02,0.0,0.4,0.22,0.51622618387244,a
88445,maurt,2,1,1,4,0,0,0,1,6,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.48515503373673974,a
88524,mma,0,1,0,0,1,13,7,8,29,0.0,0.0,0.034482758620689655,0.4482758620689655,0.2413793103448276,0.27586206896551724,0.6477018503906817,a
88526,calvin,0,1,3,0,0,0,4,5,12,0.25,0.0,0.0,0.0,0.3333333333333333,0.4166666666666667,0.52663931928947,a
88675,modus,2,1,2,0,1,0,3,2,8,0.25,0.0,0.125,0.0,0.375,0.25,0.421949650794205,a
88742,drew,0,1,15,0,4,1,19,19,58,0.25862068965517243,0.0,0.06896551724137931,0.017241379310344827,0.3275862068965517,0.3275862068965517,0.5202760482302244,a
88805,kanye,0,1,13,0,2,0,13,12,40,0.325,0.0,0.05,0.0,0.325,0.3,0.5714915111917857,a
88810,unidas,0,1,1,0,0,1,3,3,8,0.125,0.0,0.0,0.125,0.375,0.375,0.4426633105409471,a
89083,grease,0,1,8,0,0,0,8,6,22,0.36363636363636365,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,0.572074823315689,a
89211,pamonha,1,1,1,0,0,2,3,1,7,0.14285714285714285,0.0,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.46282414465834876,a
89264,fanatik,0,1,3,0,1,0,3,0,7,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.47609607497724865,a
89290,arrependimento,0,1,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5043697706606394,a
89340,fox sports,3,2,1,1,0,0,1,3,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.5,0.5637180145926336,a
89476,gracias dios,1,2,1,3,0,0,0,1,5,0.2,0.6,0.0,0.0,0.0,0.2,0.5048320428748453,a
89493,zoals,5,1,2,0,1,0,2,2,7,0.2857142857142857,0.0,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.553002324719927,a
89519,bots,3,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
89624,farhat abbas dilempar batu,0,4,2,0,0,0,0,3,5,0.4,0.0,0.0,0.0,0.0,0.6,0.5645865974955349,a
89674,pri,0,1,5,0,0,8,11,9,33,0.15151515151515152,0.0,0.0,0.24242424242424243,0.3333333333333333,0.2727272727272727,0.5689756403735384,a
89678,carson,2,1,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5043697706606394,a
89741,bento,0,1,1,0,0,1,2,4,8,0.125,0.0,0.0,0.125,0.25,0.5,0.5931964713330959,a
89809,okc,0,1,0,0,0,1,2,3,6,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.42406657647938395,a
89818,bangla,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
89850,mardi gras,2,2,4,1,0,0,3,1,9,0.4444444444444444,0.1111111111111111,0.0,0.0,0.3333333333333333,0.1111111111111111,0.6189353504422768,a
89882,geceler,0,1,1,0,1,0,2,3,7,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.4462659813901214,a
89895,lotte,2,1,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6080951354070865,a
89932,sims,2,1,6,0,1,0,7,8,22,0.2727272727272727,0.0,0.045454545454545456,0.0,0.3181818181818182,0.36363636363636365,0.5436974404992045,a
89987,exclusivo,0,1,0,0,2,12,11,1,26,0.0,0.0,0.07692307692307693,0.46153846153846156,0.4230769230769231,0.038461538461538464,0.4178060472241933,a
90154,feb 11,3,2,2,0,0,0,3,5,10,0.2,0.0,0.0,0.0,0.3,0.5,0.5304408189607835,a
90281,durant,0,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
90345,yunjae,0,1,9,0,1,2,8,6,26,0.34615384615384615,0.0,0.038461538461538464,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.6432294362149563,a
90349,tumblrs,2,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
90368,search results,3,2,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.4146098373234487,a
90403,free shipping,0,2,9,7,0,5,10,15,46,0.1956521739130435,0.15217391304347827,0.0,0.10869565217391304,0.21739130434782608,0.32608695652173914,0.5824620628595613,a
90580,university,0,1,11,0,3,0,23,44,81,0.13580246913580246,0.0,0.037037037037037035,0.0,0.2839506172839506,0.5432098765432098,0.4866497662904825,a
90663,vick,1,1,5,0,0,0,5,2,12,0.4166666666666667,0.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.5442604317401009,a
90664,star game,0,2,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.4660341011811632,a
90699,recorder,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
90803,wets,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
90808,metr,3,1,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.49649397740925777,a
90841,macama,1,1,2,0,6,0,0,0,8,0.25,0.0,0.75,0.0,0.0,0.0,0.5915637248559678,a
90865,cra,2,1,1,0,0,2,2,1,6,0.16666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6180001402649712,a
90870,ahmad,4,1,1,0,1,0,2,5,9,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.5555555555555556,0.5121485961084866,a
90878,essex,1,1,4,0,1,0,3,0,8,0.5,0.0,0.125,0.0,0.375,0.0,0.601306123932635,a
90940,depeche mode,0,2,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5014583201507608,a
90961,crema,3,1,4,0,0,0,4,2,10,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
90971,the mechanic,1,2,6,2,0,0,4,2,14,0.42857142857142855,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.64301917885582,a
91006,vika,2,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
91098,jenkins,2,1,2,0,2,0,1,0,5,0.4,0.0,0.4,0.0,0.2,0.0,0.6248609156196052,a
91133,abbey,2,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
91150,afl,0,1,1,0,0,2,3,1,7,0.14285714285714285,0.0,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.46282414465834876,a
91254,facebook twitter,1,2,1,1,0,0,2,4,8,0.125,0.125,0.0,0.0,0.25,0.5,0.46061598212435084,a
91255,vogue beauty queen,0,3,0,0,0,4,1,1,6,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5926241228126907,a
91302,flash,0,1,21,0,8,8,47,45,129,0.16279069767441862,0.0,0.06201550387596899,0.06201550387596899,0.3643410852713178,0.3488372093023256,0.4272758193241758,a
91436,bta,4,1,2,0,1,0,2,1,6,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5186086736548681,a
91440,valentines day,0,2,28,21,0,1,38,31,119,0.23529411764705882,0.17647058823529413,0.0,0.008403361344537815,0.31932773109243695,0.2605042016806723,0.44155531441127305,a
91467,oun,1,1,1,0,2,0,2,4,9,0.1111111111111111,0.0,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,0.4664751623588699,a
91560,thursdays,0,1,4,0,0,0,3,1,8,0.5,0.0,0.0,0.0,0.375,0.125,0.6493131882580123,a
91567,deluxe,0,1,4,0,0,0,5,13,22,0.18181818181818182,0.0,0.0,0.0,0.22727272727272727,0.5909090909090909,0.5993675175532813,a
91585,coupe siap masuk ri,0,4,2,0,0,0,0,3,5,0.4,0.0,0.0,0.0,0.0,0.6,0.5645865974955349,a
91640,feds,2,1,2,0,4,1,1,2,10,0.2,0.0,0.4,0.1,0.1,0.2,0.6435292764469985,a
91706,game of the day,2,4,3,0,0,0,2,0,5,0.6,0.0,0.0,0.0,0.4,0.0,0.46317994361614884,a
91725,str,3,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
91764,rosas,0,1,1,0,0,2,4,3,10,0.1,0.0,0.0,0.2,0.4,0.3,0.42888821269150473,a
91961,jimmy,1,1,8,0,0,0,11,14,33,0.24242424242424243,0.0,0.0,0.0,0.3333333333333333,0.42424242424242425,0.5210363101945867,a
92035,bernie mac show,1,3,2,1,0,0,1,2,6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5732227988881138,a
92085,sportv,0,1,4,0,1,2,5,4,16,0.25,0.0,0.0625,0.125,0.3125,0.25,0.5846682612343095,a
92098,mentionrt,3,1,2,4,0,0,0,1,7,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.627548861352165,a
92126,seandainya,0,1,5,0,7,0,6,5,23,0.21739130434782608,0.0,0.30434782608695654,0.0,0.2608695652173913,0.21739130434782608,0.4629622754475139,a
92144,bob esponja,0,2,4,3,0,0,3,3,13,0.3076923076923077,0.23076923076923078,0.0,0.0,0.23076923076923078,0.23076923076923078,0.5667089835399151,a
92145,harlem,2,1,4,0,0,0,4,5,13,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.38461538461538464,0.5985717841038005,a
92179,hornet,1,1,1,0,1,0,1,2,5,0.2,0.0,0.2,0.0,0.2,0.4,0.5688460583186827,a
92206,blower,0,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
92262,justin drew bieber,1,3,3,0,0,1,2,1,7,0.42857142857142855,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.6451925330665969,a
92312,pats,0,1,6,0,1,0,5,1,13,0.46153846153846156,0.0,0.07692307692307693,0.0,0.38461538461538464,0.07692307692307693,0.5836749723033288,a
92335,guria,5,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
92346,festival de ver,0,3,71,10,0,4,37,42,164,0.4329268292682927,0.06097560975609756,0.0,0.024390243902439025,0.22560975609756098,0.25609756097560976,0.6438480916149635,a
92535,10km,3,1,0,0,0,1,1,4,6,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6143860507743193,a
92564,bffs,2,1,5,0,0,1,5,1,12,0.4166666666666667,0.0,0.0,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.5799100883159577,a
92587,y)rt,0,1,0,12,0,9,0,0,21,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.6083733570729264,a
92626,nicca,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
92639,parte 1,1,2,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5568713329889696,a
92662,bravo,1,1,8,0,4,2,18,27,59,0.13559322033898305,0.0,0.06779661016949153,0.03389830508474576,0.3050847457627119,0.4576271186440678,0.46491302798620693,a
92689,rip adjie,0,2,1,4,0,0,0,4,9,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.4444444444444444,0.5356326700018317,a
92748,aida,0,1,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5043697706606394,a
92752,v6,1,1,0,0,0,2,2,5,9,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5821227731225012,a
92856,mex,1,1,3,0,0,1,4,5,13,0.23076923076923078,0.0,0.0,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.579567830406341,a
92863,lv,0,1,2,0,1,13,14,5,35,0.05714285714285714,0.0,0.02857142857142857,0.37142857142857144,0.4,0.14285714285714285,0.46652064079967814,a
92866,gantengnya,1,1,5,0,0,0,5,1,11,0.45454545454545453,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.5230551874733712,a
92978,mufti,0,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
93019,originale,0,1,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.49649397740925777,a
93117,fellows,1,1,2,0,0,0,2,4,8,0.25,0.0,0.0,0.0,0.25,0.5,0.6224461049458493,a
93170,godbless,3,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
93282,luis,0,1,11,0,2,0,11,10,34,0.3235294117647059,0.0,0.058823529411764705,0.0,0.3235294117647059,0.29411764705882354,0.5687109615791374,a
93294,mods,0,1,3,0,0,0,3,2,8,0.375,0.0,0.0,0.0,0.375,0.25,0.5663208153487131,a
93332,larry,0,1,7,0,1,0,6,5,19,0.3684210526315789,0.0,0.05263157894736842,0.0,0.3157894736842105,0.2631578947368421,0.6115441647126957,a
93356,gre,1,1,1,0,0,5,4,1,11,0.09090909090909091,0.0,0.0,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.5837368915275984,a
93398,belgian,1,1,3,0,2,0,2,1,8,0.375,0.0,0.25,0.0,0.25,0.125,0.6140689544815973,a
93425,cartoons,4,1,1,0,1,0,3,5,10,0.1,0.0,0.1,0.0,0.3,0.5,0.41493932168707104,a
93516,shelter,3,1,0,0,0,1,4,8,13,0.0,0.0,0.0,0.07692307692307693,0.3076923076923077,0.6153846153846154,0.4110973371795611,a
93579,julio,1,1,5,0,0,1,9,9,24,0.20833333333333334,0.0,0.0,0.041666666666666664,0.375,0.375,0.46392933833381556,a
93591,frustasi,3,1,4,0,0,0,4,1,9,0.4444444444444444,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.5288042168889968,a
93646,real friends,3,2,1,2,0,0,1,2,6,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.46705770155398696,a
93647,q ladilla,2,2,1,3,0,0,1,2,7,0.14285714285714285,0.42857142857142855,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4175143566422129,a
93682,kayne,3,1,1,0,1,0,1,2,5,0.2,0.0,0.2,0.0,0.2,0.4,0.5688460583186827,a
93786,sputnik moment,1,2,1,1,0,0,1,2,5,0.2,0.2,0.0,0.0,0.2,0.4,0.5348331575037031,a
93856,arab,0,1,18,0,2,0,20,14,54,0.3333333333333333,0.0,0.037037037037037035,0.0,0.37037037037037035,0.25925925925925924,0.5270435239587015,a
93885,btr,0,1,0,0,0,11,6,1,18,0.0,0.0,0.0,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6243372272787425,a
93903,deco,2,1,2,0,0,0,2,6,10,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
93912,ua,2,1,0,0,0,4,4,4,12,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5050153475316219,a
93927,ts,0,1,2,0,0,16,23,16,57,0.03508771929824561,0.0,0.0,0.2807017543859649,0.40350877192982454,0.2807017543859649,0.41681414601456285,a
93946,shannon,3,1,2,0,0,0,4,4,10,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
93974,yaay,4,1,1,0,1,0,2,4,8,0.125,0.0,0.125,0.0,0.25,0.5,0.48388222221394345,a
93987,sicko,1,1,2,0,1,0,2,2,7,0.2857142857142857,0.0,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.553002324719927,a
93992,gv,2,1,1,0,0,2,2,1,6,0.16666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6180001402649712,a
94017,readings,5,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
94020,thai,0,1,23,0,9,0,22,10,64,0.359375,0.0,0.140625,0.0,0.34375,0.15625,0.5357424788723328,a
94057,hoii,1,1,1,1,1,0,2,3,8,0.125,0.125,0.125,0.0,0.25,0.375,0.4195582615699903,a
94201,uki,0,1,1,0,0,2,3,0,6,0.16666666666666666,0.0,0.0,0.3333333333333333,0.5,0.0,0.40857537875777783,a
94315,spn,0,1,0,0,0,10,6,0,16,0.0,0.0,0.0,0.625,0.375,0.0,0.5820190717309053,a
94422,vdv,1,1,1,0,0,2,3,2,8,0.125,0.0,0.0,0.25,0.375,0.25,0.5021977092331495,a
94452,happy birthday 2,0,3,3,1,0,1,4,2,11,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.4195420956250734,a
94488,lagos,0,1,3,0,0,0,5,5,13,0.23076923076923078,0.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.4485784000772049,a
94583,diana,0,1,15,0,6,1,13,15,50,0.3,0.0,0.12,0.02,0.26,0.3,0.6115398430178585,a
94629,scholarships,1,1,2,0,1,0,3,5,11,0.18181818181818182,0.0,0.09090909090909091,0.0,0.2727272727272727,0.45454545454545453,0.5130532880501827,a
94658,fuxk,0,1,1,0,0,0,3,6,10,0.1,0.0,0.0,0.0,0.3,0.6,0.45537270132526775,a
94680,frage,2,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
94700,trabalhe,0,1,1,0,2,1,1,1,6,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6036264336183779,a
94706,avalanche,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
94713,part three,0,2,2,1,0,0,2,0,5,0.4,0.2,0.0,0.0,0.4,0.0,0.45622416458404713,a
94747,ave,2,1,5,0,1,3,26,80,115,0.043478260869565216,0.0,0.008695652173913044,0.02608695652173913,0.22608695652173913,0.6956521739130435,0.5095043630778479,a
94865,erin,0,1,17,0,0,0,18,4,39,0.4358974358974359,0.0,0.0,0.0,0.46153846153846156,0.10256410256410256,0.5007533296976702,a
94866,tiger,0,1,9,0,1,0,10,16,36,0.25,0.0,0.027777777777777776,0.0,0.2777777777777778,0.4444444444444444,0.5818494219294036,a
94877,hef,0,1,6,0,3,0,4,2,15,0.4,0.0,0.2,0.0,0.26666666666666666,0.13333333333333333,0.6317468196864173,a
94963,gama,1,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
95014,botox,0,1,6,0,0,0,5,4,15,0.4,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,0.6320332679277649,a
95058,ngantor,0,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
95076,desain,0,1,1,0,0,2,2,0,5,0.2,0.0,0.0,0.4,0.4,0.0,0.5873121284684509,a
95081,small businesses,0,2,2,1,0,0,3,2,8,0.25,0.125,0.0,0.0,0.375,0.25,0.41375721300576496,a
95166,wind direction,3,2,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6355943902134669,a
95192,laksa,2,1,0,0,0,2,2,1,5,0.0,0.0,0.0,0.4,0.4,0.2,0.4530293267240119,a
95297,imdb,1,1,1,0,0,1,2,3,7,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5735440776702664,a
95402,atletico de madrid,1,3,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.4942432451695318,a
95404,exit,0,1,10,0,24,8,58,120,220,0.045454545454545456,0.0,0.10909090909090909,0.03636363636363636,0.2636363636363636,0.5454545454545454,0.43252939519470956,a
95425,ta ligado,2,2,0,1,0,1,1,3,6,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5019701984925776,a
95440,imlek,0,1,3,0,1,2,6,2,14,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.41654247462572325,a
95532,noiva,2,1,2,0,1,0,3,4,10,0.2,0.0,0.1,0.0,0.3,0.4,0.4895469065277875,a
95557,lenovo,0,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
95653,season 1,0,2,6,0,0,1,11,8,26,0.23076923076923078,0.0,0.0,0.038461538461538464,0.4230769230769231,0.3076923076923077,0.42632277039126587,a
95661,layla,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
95698,mcd,0,1,14,5,2,1,18,6,46,0.30434782608695654,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.391304347826087,0.13043478260869565,0.428765123953065,a
95721,senator,3,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
95725,gucci mane,3,2,1,1,0,0,2,3,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,0.42857142857142855,0.4240214136606621,a
95911,bieber,0,1,75,0,11,5,61,62,214,0.35046728971962615,0.0,0.0514018691588785,0.02336448598130841,0.2850467289719626,0.2897196261682243,0.6441548316462193,a
95931,internet marketing,0,2,4,8,0,0,1,28,41,0.0975609756097561,0.1951219512195122,0.0,0.0,0.024390243902439025,0.6829268292682927,0.6378685440286724,a
95992,hola,0,1,114,1,57,3,150,195,520,0.21923076923076923,0.0019230769230769232,0.10961538461538461,0.0057692307692307696,0.28846153846153844,0.375,0.5160222409478775,a
96097,miz,0,1,4,0,0,0,5,3,12,0.3333333333333333,0.0,0.0,0.0,0.4166666666666667,0.25,0.48381558012291215,a
96303,corinthiano,1,1,5,0,1,0,7,6,19,0.2631578947368421,0.0,0.05263157894736842,0.0,0.3684210526315789,0.3157894736842105,0.47101805937075925,a
96355,assistant manager,1,2,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6355943902134669,a
96363,mua,3,1,1,0,0,1,2,3,7,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5735440776702664,a
96415,juh,0,1,5,0,0,0,5,3,13,0.38461538461538464,0.0,0.0,0.0,0.38461538461538464,0.23076923076923078,0.5613607457579851,a
96436,qr,0,1,1,0,0,10,12,11,34,0.029411764705882353,0.0,0.0,0.29411764705882354,0.35294117647058826,0.3235294117647059,0.4827519182189476,a
96482,i`m,0,1,2,0,4,0,3,3,12,0.16666666666666666,0.0,0.3333333333333333,0.0,0.25,0.25,0.42586003606418776,a
96497,yoyo,1,1,4,0,1,0,5,2,12,0.3333333333333333,0.0,0.08333333333333333,0.0,0.4166666666666667,0.16666666666666666,0.448161151523243,a
96516,erika,0,1,5,0,1,0,6,4,16,0.3125,0.0,0.0625,0.0,0.375,0.25,0.49515422162480816,a
96584,korn,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
