,TweetSentence,annotation,entry_batch,hashtags,phase1Candidates,sentID,stanford_candidates,tweetID,user,completeness,current_minus_entry,candidates_with_label,only_good_candidates,ambigious_candidates
3305,"So basically Kendall Jenner is just going to hand Sean Spicer a Pepsi on a United Flight.. in 1st class, naturally!",[],0,"Perfect, TravelTuesday",Kendall Jenner::*2*3*||,0,[],14483,nyactor,False,0,"[('kendall jenner', 'g'), ('going', 'b'), ('hand', 'b'), ('sean spicer a pepsi', 'a'), ('united', 'g'), ('1st class', 'b')]","['kendall jenner', 'united']",['sean spicer a pepsi']
3310,--&gt; Sean Spicer Draws Backlash by Comparing Hitler With Assad,[],0,nan,,1,[],27854,SandiegoSteven,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g')]","['hitler', 'assad']",['sean spicer draws backlash by comparing']
3341,"when the coked up assholes at infowars tell you you've gone too far, listen.",[],0,nan,nan,1,[],18687,vanadiumzest,False,0,"[('assholes', 'b'), ('infowars', 'a'), ('tell', 'b'), ('gone', 'b'), ('far', 'b'), ('listen', 'b')]",[],['infowars']
3396,Sean Spicer Draws Backlash by Comparing Hitler and Assad,[],0,nan,nan,3,[],17348,asphaltandbrie,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g')]","['hitler', 'assad']",['sean spicer draws backlash by comparing']
3433,(He wasnΓÇÖt)ΓÇ£,[],0,nan,,1,[],428,heffbombs,False,0,"[('wasnγçöt', 'a')]",[],['wasnγçöt']
3479,Holocaust centers?,[],0,nan,,0,[],9463,atawakal,False,0,"[('holocaust centers', 'a')]",[],['holocaust centers']
3482,Sean Spicer  lmfao ..Holocaust centers...you can't write this stuff..its gold.,[],0,nan,Sean Spicer::*0*1*||Holocaust::*3*||,0,[],11177,mw1987_2,False,0,"[('sean spicer', 'g'), ('lmfao', 'b'), ('holocaust centers', 'a'), ('stuff', 'b'), ('gold', 'b')]",['sean spicer'],['holocaust centers']
3487,"but the Congress may by Law vest the Appointment of such inferior Officers,",[],0,trump,Congress::*2*||Law::*5*||Appointment::*8*||Officers::*12*||,0,[],36268,PoliticalLenses,False,0,"[('congress', 'a'), ('may', 'b'), ('law', 'b'), ('appointment', 'b'), ('officers', 'g')]",['officers'],['congress']
3509,"To put up with the rude, mannerless, loud, nasty, Liberal Media U have to be a saint.",[],0,nan,Liberal Media::*9*10*||,1,[],11022,nancylee2016,False,0,"[('put', 'b'), ('loud', 'b'), ('liberal media', 'a')]",[],['liberal media']
3510,Thank you Sean Spicer & God bless.,[],0,nan,Sean Spicer::*2*3*||God::*5*||,2,[],11022,nancylee2016,False,0,"[('sean spicer', 'g'), ('god bless', 'a')]",['sean spicer'],['god bless']
3513,"≡ƒÖä≡ƒÖä ""  IFTTT, Twitter"" ΓÇª",[],0,nan,Twitter::*3*||,1,[],29885,Ladyborde,False,0,"[('twitter', 'a')]",[],['twitter']
3518,"Hi, Jim, you work at the ""Center for Security Policy"" and you don't know how FISA works",[],0,nan,Jim::*1*||Center for Security Policy::*6*7*8*9*||FISA::*15*||,0,[],1990,scoejarborough,False,0,"[('jim', 'a'), ('work', 'b'), ('center for security policy', 'g'), ('fisa', 'g'), ('works', 'b')]","['center for security policy', 'fisa']",['jim']
3562,ΓÆë Borussia Dortmund,[],0,trndnl,Borussia Dortmund::*1*2*||,1,[],22843,trendinaliaIL,False,0,"[('borussia dortmund', 'a')]",[],['borussia dortmund']
3583,"Read and save on your device(s), not just on Twitter.",[],0,nan,Twitter::*9*||,0,[],1812,Birdmischief,False,0,"[('read', 'b'), ('twitter', 'a')]",[],['twitter']
3594,PS you should've married a goy.,[],0,nan,,1,[],34634,USscapegoat,False,0,"[('ps', 'a'), ('goy', 'a')]",[],"['ps', 'goy']"
3598,@foxnation @realDonaldTrump  and where was congress with OBAMA?,[],0,travelBan,OBAMA::*7*||,0,[],3324,jesseleefulton,False,0,"[('congress', 'a'), ('obama', 'g')]",['obama'],['congress']
3599,@IvankaTrump has more power than congress   @GOP,[],0,travelBan,,1,[],3324,jesseleefulton,False,0,"[('power', 'b'), ('congress', 'a')]",[],['congress']
3619,** Sees Sean Spicer and Holocaust are trending.,[],0,nan,Sees Sean Spicer::*1*2*3*||Holocaust::*5*||,0,[],7664,bstaul,False,0,"[('sees sean spicer', 'a'), ('holocaust', 'g'), ('trending', 'b')]",['holocaust'],['sees sean spicer']
3652,The best laugh I've had all week was seeing Sean Spicer refer to concentration camps as Holocaust Centers.,[],0,nan,Sean Spicer::*9*10*||Holocaust Centers::*16*17*||,0,[],13639,TotallyNotTheDJ,False,0,"[('best', 'b'), ('laugh', 'b'), ('week', 'b'), ('sean spicer', 'g'), ('concentration camps', 'b'), ('holocaust centers', 'a')]",['sean spicer'],['holocaust centers']
3656,"""Sean Spicer Defends Hitler""",[],0,nan,nan,1,[],8455,raquelhinson,False,0,"[('sean spicer defends', 'a')]",[],['sean spicer defends']
3671,Jesus,[],0,nan,nan,0,[],23119,Katieleen17,False,0,"[('jesus', 'a')]",[],['jesus']
3679,"Nunes: ""Thanks, Uber""",[],0,nan,nan,0,[],965,DearAuntCrabby,False,0,"[('nunes', 'g'), ('uber', 'a')]",['nunes'],['uber']
3680,"Uber: ""Thanks, Pepsi""",[],0,nan,nan,1,[],965,DearAuntCrabby,False,0,"[('uber', 'a'), ('pepsi', 'g')]",['pepsi'],['uber']
3686,Ffs.,[],0,nan,nan,0,[],12280,insanepelican,False,0,"[('ffs', 'a')]",[],['ffs']
3690,Sheesh.,[],0,nan,nan,0,[],36330,EpicMerry,False,0,"[('sheesh', 'a')]",[],['sheesh']
3731,Liars with their pants on fire ≡ƒöÑ,[],0,nan,,0,[],7483,billiegarner,False,0,"[('liars', 'b'), ('pants on fire', 'a')]",[],['pants on fire']
3811,"Sean spicer calling concentration camps ""Holocaust Centers""",[],0,United,Holocaust Centers::*5*6*||,0,[],22194,FuTheChef,False,0,"[('sean spicer', 'g'), ('calling concentration camps', 'b'), ('holocaust centers', 'a')]",['sean spicer'],['holocaust centers']
3824,Exclusive: OPEC figures show oil output cuts exceed pledge in March - sources,[],0,"trump, USA",OPEC::*1*||March::*10*||,0,[],32661,news_political_,False,0,"[('exclusive', 'a'), ('opec', 'g'), ('show', 'b'), ('oil', 'b'), ('cuts', 'b'), ('march', 'g')]","['opec', 'march']",['exclusive']
3846,Get insights with Charlatan for Twitter.,[],0,nan,Charlatan::*3*||Twitter::*5*||,1,[],37174,charlatanFT,False,0,"[('get', 'b'), ('charlatan', 'a'), ('twitter', 'a')]",[],"['charlatan', 'twitter']"
3858,"'Ok, ok. Tomahawks or nukes?'",[],0,nan,Tomahawks::*2*||,3,[],29321,Englishpapist,False,0,"[('tomahawks', 'a')]",[],['tomahawks']
3868,@AriFleischer That's b/c being a Republican is more important 2 u.,[],0,nan,Republican::*6*||,0,[],24532,Globeline,False,0,"[('republican', 'a')]",[],['republican']
3872,"Republicans don't give a shit, Trump doesn't read anything he just signs, Reports say he reads at a 7th grade level & we've all seen that≡ƒæî≡ƒæî",[],0,nan,Trump::*5*||Reports::*12*||7th::*18*||,0,[],34729,s_cala,False,0,"[('republicans', 'a'), ('give', 'b'), ('shit', 'b'), ('trump', 'g'), ('read', 'b'), ('reports', 'b'), ('say', 'b'), ('7th', 'b'), ('grade', 'b'), ('level', 'b')]",['trump'],['republicans']
3917,Holocaust Centers Sean Spicer,[],0,nan,nan,0,[],19082,PanzerAttack1,False,0,"[('holocaust centers sean spicer', 'a')]",[],['holocaust centers sean spicer']
3920,Sean Spicer would perform better as the White House Press Secretary if he stood silently after taking each question instead of speaking.,[],0,nan,Sean Spicer::*0*1*||White House Press Secretary::*7*8*9*10*||,0,[],26323,paulzehngut,False,0,"[('sean spicer', 'g'), ('better', 'b'), ('white house press secretary', 'a'), ('question', 'b'), ('instead', 'b'), ('speaking', 'b')]",['sean spicer'],['white house press secretary']
3930,Apr 11 19:00 Temperature 10C light showers Wind W 18 km/h  Humidity 85% Russia ..,[],0,Moscow,Apr 11 19: 00 Temperature 10C::*0*1*2*3*4*5*||Wind W 18::*8*9*10*||Humidity 85% Russia::*13*14*15*||,0,[],2446,weather_moscow,False,0,"[('apr 11 19: 00 temperature 10c', 'a'), ('light', 'b'), ('wind w 18', 'b'), ('russia', 'g')]",['russia'],['apr 11 19: 00 temperature 10c']
3946,Sean Spicer Draws Backlash by Comparing Hitler Assad  What would he call Zyklon B?,[],0,nan,Zyklon B::*12*13*||,0,[],23155,AZMoselle,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g'), ('call', 'b'), ('zyklon b', 'g')]","['hitler', 'assad', 'zyklon b']",['sean spicer draws backlash by comparing']
3962,"That time  called concentration camps ""Holocaust Centers"" & said Hilter didn't use gas on his own people.",[],0,SeanSpicer,Holocaust Centers::*5*6*||Hilter::*9*||,0,[],11746,gayle,False,0,"[('time', 'b'), ('called concentration camps', 'b'), ('holocaust centers', 'a'), ('said', 'b'), ('hilter', 'g'), ('use gas', 'b'), ('people', 'b')]",['hilter'],['holocaust centers']
3976,"holocaust centers, detention centers, potato potato Sean Spicer",[],0,"Hitler, Jews, gas, WWII, Trump, immigrants, Assad",Sean Spicer::*6*7*||,0,[],12876,Kosacki,False,0,"[('holocaust centers', 'a'), ('centers', 'b'), ('potato', 'b'), ('potato', 'b'), ('sean spicer', 'g')]",['sean spicer'],['holocaust centers']
3979,Need 2 fix that before it becomes extension of middle east,[],0,Europe,Need 2::*0*1*||,2,[],12259,FreedomForAllz,False,0,"[('need 2', 'b'), ('fix', 'b'), ('middle east', 'a')]",[],['middle east']
3995,"Not artful sure, but MSM really the NASTIEST beasts on Earth!",[],0,nan,MSM::*4*||NASTIEST::*7*||Earth::*10*||,2,[],11439,TwoDanielSharp,False,0,"[('sure', 'b'), ('msm', 'g'), ('really', 'b'), ('nastiest', 'a'), ('earth', 'b')]",['msm'],['nastiest']
3997,Cubs,[],0,"OwnTheFuture, Periscope, NationalPetDay, TuesdayThoughts, LoveMySchoolDay, AppStore",nan,0,[],32009,TeamProApps,False,0,"[('cubs', 'a')]",[],['cubs']
4000,Jesus Fucking Christ!,[],0,nan,nan,0,[],12348,bobreich,False,0,"[('jesus', 'a'), ('fucking', 'b'), ('christ', 'a')]",[],"['jesus', 'christ']"
4006,"Sean Spicer Concedes Hitler Used Chemical Weapons on Jews in ""the Holocaust Centers""  /faceplam",[],0,nan,the Holocaust Centers::*10*11*12*||,0,[],19943,abraham,False,0,"[('sean spicer', 'g'), ('hitler', 'g'), ('jews', 'g'), ('the holocaust centers', 'a')]","['sean spicer', 'hitler', 'jews']",['the holocaust centers']
4040,wipes clean laundered data after being replicated from  server in  Tower re hacked data,[],0,"AlfaBank, Kushners, Trump",Tower::*10*||,0,[],35023,nan,False,0,"[('clean', 'b'), ('tower', 'a')]",[],['tower']
4061,"The dark-haired Animal Killer and Lucky Sperm blocked me, possibly because I suggested he looked like someone withΓÇª",[],0,nan,Animal Killer::*2*3*||Lucky Sperm::*5*6*||,0,[],32860,quinncy,False,0,"[('dark', 'b'), ('animal killer', 'g'), ('lucky sperm', 'a'), ('blocked', 'b'), ('possibly', 'b')]",['animal killer'],['lucky sperm']
4065,"Sean Spicer Just Calls Concentration Camps ""holocaust Centers"" : ) (pls RTΓå║Γ¥ñ∩╕Å) ∩╕Å∩╕Å",[],0,"Impeach, Tr",Sean Spicer::*0*1*||Calls Concentration Camps::*3*4*5*||Centers::*7*||,0,[],18645,KnowYourLeakGuy,False,0,"[('sean spicer', 'g'), ('calls concentration camps', 'b'), ('holocaust centers', 'a'), ('pls', 'b')]",['sean spicer'],['holocaust centers']
4076,"Kinda wish someone would introduce Sean Spicer to some zyklon-b, let him breathe that non-""chemical weapon"" deep down into his empty suit.",[],0,nan,Sean Spicer::*5*6*||,0,[],13234,KonoTherion,False,0,"[('kinda', 'b'), ('wish', 'b'), ('sean spicer', 'g'), ('zyklon', 'a'), ('chemical weapon', 'b'), ('deep', 'b'), ('suit', 'b')]",['sean spicer'],['zyklon']
4090,Ah.,[],0,nan,nan,0,[],29078,lizzie_antone,False,0,"[('ah', 'a')]",[],['ah']
4094,"Oh wait, you're a Jack Ass",[],0,nan,Jack Ass::*4*5*||,1,[],21846,alarch93,False,0,"[('wait', 'b'), ('jack ass', 'a')]",[],['jack ass']
4151,US Official: Russia knew Syrian chemical attack was coming-KIRO TV-little Eric Trump needs to read this-Russia Knew,[],0,nan,US Official::*0*1*||Russia::*2*||Syrian::*4*||TV-little Eric Trump::*9*10*11*||Knew::*16*||,0,[],36660,mssenator,False,0,"[('us official', 'g'), ('russia', 'g'), ('syrian', 'g'), ('chemical', 'b'), ('attack', 'b'), ('coming', 'b'), ('tv', 'a'), ('little', 'b'), ('eric trump', 'g'), ('needs', 'b'), ('read', 'b'), ('russia', 'g')]","['us official', 'russia', 'syrian', 'eric trump', 'russia']",['tv']
4155,He's talking about 'Holocaust Centers' like they're Shady Pines.,[],0,nan,Holocaust Centers::*3*4*||Shady Pines::*7*8*||,1,[],13572,veggietrunks,False,0,"[('talking', 'b'), ('holocaust centers', 'a'), ('shady pines', 'g')]",['shady pines'],['holocaust centers']
4185,"i mean, The End of Everything As We Know It has already begun so im not even really surprised by any of this anymore",[],0,nan,End::*3*||,0,[],35340,imaginaryfan,False,0,"[('mean', 'b'), ('end', 'b'), ('im', 'a'), ('really surprised', 'b')]",[],['im']
4223,"""Holocaust Centers.""",[],0,nan,nan,0,[],7562,leannsweeney,False,0,"[('holocaust centers', 'a')]",[],['holocaust centers']
4230,"Now we can verify Vine's  deceiver psychic prediction prophecy, smoking gun identified.",[],0,TrumpRussia,Vine's::*4*||,0,[],6457,VinePsychic,False,0,"[('vine', 'g'), ('prediction', 'a')]",['vine'],['prediction']
4245,"Of FFS, It's the Bush family all over once again ...",[],0,nan,FFS::*1*||Bush::*4*||,0,[],28753,TommyTirader,False,0,"[('ffs', 'a'), ('bush', 'g'), ('family', 'b')]",['bush'],['ffs']
4258,I donΓÇÖt get calls for SpicerΓÇÖs firing.,[],0,nan,SpicerΓÇÖs::*5*||,0,[],11649,countrycaravan,False,0,"[('donγçöt', 'a'), ('get', 'b'), ('calls', 'b'), ('spicerγçös', 'g'), ('firing', 'b')]",['spicerγçös'],['donγçöt']
4259,"To me, it seems to suggest that heΓÇÖs the bad apple and everyone else belongs there.",[],0,nan,,1,[],11649,countrycaravan,False,0,"[('heγçös', 'a'), ('bad', 'b'), ('apple', 'b')]",[],['heγçös']
4269,How to Become a Successful Female Fashion Model  Dybala  Sean Spicer,[],0,┘è┘ê┘ü┘å╪¬┘ê╪│_╪¿╪▒╪┤┘ä┘ê┘å┘ç,nan,0,[],7927,social_article,False,0,"[('become', 'b'), ('dybala', 'a'), ('sean spicer', 'g')]",['sean spicer'],['dybala']
4270,"""Holocaust center"" where ""hitler didnt sink to use chemical weapons.""",[],0,fireSpicer,,0,[],20923,HiMaui,False,0,"[('holocaust center', 'a'), ('hitler', 'g'), ('sink', 'b'), ('use chemical weapons', 'b')]",['hitler'],['holocaust center']
4271,White House Press Secretary Sean Spicer is a walking talking embarrassment.,[],0,replaceseanspicer,White House Press Secretary Sean Spicer::*0*1*2*3*4*5*||,0,[],18885,MR38,False,0,"[('white house press secretary sean spicer', 'a'), ('talking', 'b')]",[],['white house press secretary sean spicer']
4288,Can somebody get this POS out of our faces,[],0,nan,POS::*4*||,3,[],7749,gail_schorr,False,0,"[('get', 'b'), ('pos', 'a')]",[],['pos']
4302,"yes, that was only a special service of the ""Holocaust Centers.""",[],0,nan,Holocaust Centers::*9*10*||,0,[],15209,NoreenBLaughter,False,0,"[('special', 'b'), ('holocaust centers', 'a')]",[],['holocaust centers']
4306,How Much Do  Make≡ƒÆ▓  Barca Juve  Sean Spicer Holocaust Centers Sean Spicer  Uzair Baloch,[],0,"YouTubers, carshare, RPSvDD",nan,0,[],15627,tycoon4u,False,0,"[('barca', 'g'), ('juve', 'a'), ('sean spicer holocaust centers', 'a'), ('sean spicer', 'g')]","['barca', 'sean spicer']","['juve', 'sean spicer holocaust centers']"
4327,Sean Spicer Draws Backlash by Comparing Hitler and Assad - The New York Times JERK,[],0,nan,Assad::*8*||New York Times JERK::*11*12*13*14*||,0,[],10838,fancynancysays,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g'), ('new york times jerk', 'g')]","['hitler', 'assad', 'new york times jerk']",['sean spicer draws backlash by comparing']
4345,Sean Spicer Draws Backlash by Comparing Hitler With Assad,[],0,nan,nan,1,[],25653,piecesofceekay,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g')]","['hitler', 'assad']",['sean spicer draws backlash by comparing']
4358,Sean Spicer: HOLD THIS -HOLOCAUST CENTERS !,[],0,nan,Sean Spicer::*0*1*||HOLD::*2*||HOLOCAUST CENTERS::*4*5*||,2,[],11202,RichDickPryor,False,0,"[('sean spicer: hold', 'g'), ('holocaust centers', 'a')]",['sean spicer: hold'],['holocaust centers']
4369,Congress needs to get on that  investigation & sweep out this trash.,[],0,TrumpRussia,,0,[],5266,AllWomenRiseUp,False,0,"[('congress', 'a'), ('needs', 'b'), ('get', 'b'), ('investigation', 'b'), ('trash', 'b')]",[],['congress']
4399,Men's Quilted Slim fit Biker Jacket  via @eBay Eric Trump   Easter Egg Roll,[],0,"IveHadItUpToHereWith, LoveMySchoolDay",Men's Quilted Slim::*0*1*2*||Biker Jacket::*4*5*||Eric Trump Easter Egg Roll::*8*9*10*11*12*||,0,[],32630,FashionAreena,False,0,"[(""men's quilted slim"", 'g'), ('biker jacket', 'g'), ('eric trump easter egg roll', 'a')]","[""men's quilted slim"", 'biker jacket']",['eric trump easter egg roll']
4403,"Sean Spicer's  ""Holocaust Centers"", you know... like ""Slave Party Boats""",[],0,"PressBriefing, SeanSpicerFacts, Spicer, SeanSpicer",nan,0,[],23113,kinoptika,False,0,"[('sean spicer', 'g'), ('holocaust centers', 'a'), ('party', 'b')]",['sean spicer'],['holocaust centers']
4497,BEING ON TWITTER NOW LIKE,[],0,KS04,nan,3,[],406,SuchPolitics,False,0,"[('twitter', 'a')]",[],['twitter']
4511,Sean Spicer Press Conference Cold Open - SNL  via @YouTube,[],0,nan,Sean Spicer Press Conference Cold Open::*0*1*2*3*4*5*||SNL::*7*||,0,[],11086,KathleenColli12,False,0,"[('sean spicer press conference cold open', 'a'), ('snl', 'g')]",['snl'],['sean spicer press conference cold open']
4516,"""Pants on Fire"" is the only strategy GOP has left.",[],0,TrumpRussia,Pants on Fire::*0*1*2*||GOP::*7*||,0,[],2704,GretchenVork,False,0,"[('pants on fire', 'a'), ('gop', 'g'), ('left', 'b')]",['gop'],['pants on fire']
4523,"when you refer to concentration camps as ""Holocaust centers"" ≡ƒÖê",[],0,nan,Holocaust::*7*||,0,[],22986,tmller18,False,0,"[('concentration camps', 'b'), ('holocaust centers', 'a')]",[],['holocaust centers']
4565,Did Sean Spicer just call a concentration camp a goddamn Holocaust center?,[],0,nan,Sean Spicer::*1*2*||Holocaust::*10*||,0,[],17411,TimPaluch,False,0,"[('sean spicer', 'g'), ('call', 'b'), ('concentration camp', 'b'), ('holocaust center', 'a')]",['sean spicer'],['holocaust center']
4572,Latest Article on Viral Best: Sean Spicer Says STUPID Hitler Comment!,[],0,nan,nan,0,[],27515,ViralBestXYZ,False,0,"[('latest', 'b'), ('article', 'b'), ('best', 'b'), ('sean spicer says stupid hitler comment', 'a')]",[],['sean spicer says stupid hitler comment']
4588,"Sean Spicer Draws Backlash by Comparing Hitler and Assad, via @nytimes-SO indicative of Trump ppl!",[],0,nan,Assad::*8*||Trump::*13*||,0,[],14450,Sybertuts,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g'), ('trump', 'g'), ('ppl', 'b')]","['hitler', 'assad', 'trump']",['sean spicer draws backlash by comparing']
4614,"""Holocaust Centers"" aren't Welcome Centers, Spicey!",[],0,nan,nan,0,[],19312,LadyS12117,False,0,"[('holocaust centers', 'a'), ('welcome', 'b'), ('centers', 'b'), ('spicey', 'g')]",['spicey'],['holocaust centers']
4617,"The bartender says, ""Douchebag Anonymous is next door.""",[],0,nan,Douchebag Anonymous::*3*4*||,1,[],27688,Fake_Dispatch,False,0,"[('bartender', 'a'), ('says', 'b'), ('douchebag anonymous', 'g'), ('next', 'b')]",['douchebag anonymous'],['bartender']
4641,"Sean Spicer says Hitler not as bad as Assad, calling concentration camps ""Holocaust Centers""",[],0,nan,Sean Spicer::*0*1*||Hitler::*3*||Assad::*8*||Holocaust Centers::*12*13*||,0,[],10970,cazarespr,False,0,"[('sean spicer', 'g'), ('hitler', 'g'), ('bad', 'b'), ('assad', 'g'), ('calling concentration camps', 'b'), ('holocaust centers', 'a')]","['sean spicer', 'hitler', 'assad']",['holocaust centers']
4691,"Bartender: sorry, all out of Pepsi...Coke ok?",[],0,nan,nan,1,[],17771,Tipocazzuto,False,0,"[('bartender', 'a'), ('pepsi', 'g'), ('coke', 'b')]",['pepsi'],['bartender']
4698,Sean Spicer Draws Backlash by Comparing Hitler and Assad,[],0,nan,nan,2,[],15985,wk_fok,False,0,"[('sean spicer draws backlash by comparing', 'a'), ('hitler', 'g'), ('assad', 'g')]","['hitler', 'assad']",['sean spicer draws backlash by comparing']
4723,Eric Trump: Syria Strike Proves My Dad Has No Russia Ties @xosred,[],0,nan,Eric Trump::*0*1*||Syria Strike Proves::*2*3*4*||Dad::*6*||Russia Ties::*9*10*||,0,[],32916,ngunn7,False,0,"[('eric trump: syria', 'g'), ('strike proves', 'a'), ('dad', 'b'), ('russia', 'g')]","['eric trump: syria', 'russia']",['strike proves']
4726,"Yea he ain't say this can't be that dumb  RT @AkilahObviously: BREAKING: Sean Spicer calls slavery an ""unpaid internship""",[],0,nan,BREAKING::*11*||Sean Spicer::*12*13*||,0,[],20392,DonnieDont86,False,0,"[('say', 'b'), ('dumb', 'b'), ('breaking', 'a'), ('sean spicer', 'g'), ('slavery', 'b')]",['sean spicer'],['breaking']
4733,Eric Trump: Father wonΓÇÖt be ΓÇÿpushed aroundΓÇÖ by Putin,[],0,nan,Eric Trump::*0*1*||Father::*2*||Putin::*8*||,0,[],38231,NewsComplex,False,0,"[('eric trump', 'g'), ('father', 'b'), ('wonγçöt', 'a'), ('putin', 'g')]","['eric trump', 'putin']",['wonγçöt']
4752,@PatrickBuchanan has been consistently right about the Middle East since 1990.  should heed his counsel,[],0,Trump,Middle East::*7*8*||,0,[],35267,KMGVictoria,False,0,"[('right', 'b'), ('middle east', 'a'), ('since', 'b')]",[],['middle east']
4775,"Sean Spicer just referred to concentration camps as ""Holocaust Centers,"" which makes sense considering he calls TruΓÇª",[],0,nan,Sean Spicer::*0*1*||Holocaust Centers::*8*9*||Tru::*17*||,0,[],22510,whatsnext,False,0,"[('sean spicer', 'g'), ('concentration camps', 'b'), ('holocaust centers', 'a'), ('makes', 'b'), ('sense', 'b'), ('calls', 'b')]",['sean spicer'],['holocaust centers']
4782,America Stunned As Eric  Says Dad Bombed  Because Daughter  Was Upset via @politicususa,[],0,"Trump, Syria, Ivanka",America Stunned::*0*1*||Eric Says Dad Bombed::*3*4*5*6*||Daughter::*8*||Upset::*10*||,0,[],38034,grahphil,False,0,"[('america stunned', 'a'), ('eric says dad bombed', 'g'), ('daughter', 'b'), ('upset', 'b')]",['eric says dad bombed'],['america stunned']
4787,lawmakers passed ΓÇö and didnΓÇÖt: Washington Post,[],0,"Trump, fracking, environment",Washington Post::*5*6*||,1,[],28568,EcoInternet3,False,0,"[('lawmakers', 'b'), ('didnγçöt', 'a'), ('washington post', 'g')]",['washington post'],['didnγçöt']
4788,"Was this a clip from ""Are You Smarter than a Fifth Grader?""",[],0,"HistoryMatters, CheckYourFacts",Smarter::*7*||Fifth Grader::*10*11*||,0,[],15616,Queen_Gilmore,False,0,"[('smarter', 'b'), ('fifth grader', 'a')]",[],['fifth grader']
4800,"@JudsonMcCulloch sad, u're right cuz he was the 1 playing hardball with  & influence  2do same which i hated -but hate  influence",[],0,"FreedomCaucus, Trump",2do::*14*||,0,[],30681,IrishEileen,False,0,"[('sad', 'b'), ('right', 'b'), ('hardball', 'a'), ('influence', 'b'), ('2do', 'b'), ('hated', 'b'), ('hate', 'b'), ('influence', 'b')]",[],['hardball']
4821,I was just saying it was about time that they made a sequel to Sean Spicer Vs Anne Frank Center,[],0,nan,Sean Spicer Vs Anne Frank Center::*14*15*16*17*18*19*||,0,[],9345,SEAN_SPICEY,False,0,"[('saying', 'b'), ('time', 'b'), ('made', 'b'), ('sean spicer vs anne frank center', 'a')]",[],['sean spicer vs anne frank center']
4830,ItΓÇÖs Passover.,[],0,nan,nan,1,[],12039,Aqua174,False,0,"[('itγçös', 'a'), ('passover', 'g')]",['passover'],['itγçös']
4842,Holocaust Centers  Sean Spicer & his   but where is  she  like  ?,[],0,"BREAKING, SpicerFacts, SpiceyPoint, OmarosaManigault, MIA, KellyanneConway, RT",Holocaust Centers Sean Spicer::*0*1*2*3*||,0,[],11711,publiclyaware,False,0,"[('holocaust centers sean spicer', 'a')]",[],['holocaust centers sean spicer']
4851,Eric Trump: Ivanka influenced father to launch Syria strikes ΓÇô Middle East ΓÇô Jerusalem┬áPost,[],0,nan,Eric Trump::*0*1*||Ivanka::*2*||Syria::*7*||Middle East::*10*11*||Jerusalem┬áPost::*13*||,0,[],29959,uslaw1a,False,0,"[('eric trump: ivanka', 'g'), ('influenced', 'b'), ('father', 'b'), ('syria', 'g'), ('middle east', 'a'), ('jerusalem┬ápost', 'g')]","['eric trump: ivanka', 'syria', 'jerusalem┬ápost']",['middle east']
4883,"Oh, FFS.",[],0,nan,nan,0,[],33722,APendergast63,False,0,"[('ffs', 'a')]",[],['ffs']
4884,Can even the most brainwashed of Trumpkin's support this B.S.?,[],0,nan,Trumpkin's::*6*||B.S.::*9*||,1,[],33722,APendergast63,False,0,"[('trumpkin', 'g'), ('support', 'b'), ('b.s', 'a')]",['trumpkin'],['b.s']
4887,Get all the Trumps out of the white house FFS!!!,[],0,nan,Trumps::*3*||FFS::*9*||,0,[],34814,BitterSDFan,False,0,"[('get', 'b'), ('trumps', 'g'), ('white house', 'g'), ('ffs', 'a')]","['trumps', 'white house']",['ffs']
4891,"Sean Spicer: ""Holocaust centers.""",[],0,nan,Sean Spicer::*0*1*||Holocaust::*2*||,0,[],12205,hlconover,False,0,"[('sean spicer', 'g'), ('holocaust centers', 'a')]",['sean spicer'],['holocaust centers']
4909,3: Borussia Dortmund -1,[],0,"SDLive, juvefcb",Borussia Dortmund::*1*2*||,3,[],23408,Trends5AU,False,0,"[('borussia dortmund', 'a')]",[],['borussia dortmund']
4914,PODCAST:  @belfrageshow,[],0,"Trump, Syria, TGBS",,1,[],29980,keloradio,False,0,"[('podcast', 'a')]",[],['podcast']
4928,Sean SpicerΓÇÖs bizarre Hitler comment has sparked a massive backlash on Twitter,[],0,"Ondernemen, Nederland, Actueel",Sean SpicerΓÇÖs::*0*1*||Hitler::*3*||Twitter::*11*||,0,[],11568,Ondernemertweet,False,0,"[('sean spicerγçös', 'g'), ('hitler', 'g'), ('massive', 'b'), ('twitter', 'a')]","['sean spicerγçös', 'hitler']",['twitter']
4932,How Sean Spicer Flubbed the Holocaust on Passover,[],0,nan,nan,0,[],8304,10021gov,False,0,"[('sean spicer flubbed the holocaust', 'a'), ('passover', 'g')]",['passover'],['sean spicer flubbed the holocaust']
4967,Boom!,[],0,nan,nan,0,[],266,DizzSA1,False,0,"[('boom', 'a')]",[],['boom']
