,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,evictionFlag,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
7219,better,1,1,4,0,81,38,431,14,568,0,0.39534400754603005,0.007042253521126761,0.0,0.1426056338028169,0.06690140845070422,0.7588028169014085,0.02464788732394366,0.013594137457759607,b
7224,15 year old,8,3,0,0,0,3,1586,6,1595,0,1.3050723209105057,0.0,0.0,0.0,0.0018808777429467085,0.9943573667711598,0.003761755485893417,0.01099374645960144,b
7231,analysis,4,1,48,0,11,0,38,0,97,0,-0.021873164405934897,0.4948453608247423,0.0,0.1134020618556701,0.0,0.3917525773195876,0.0,0.4888243317875663,a
7232,disgusted,1,1,1,0,1,0,8,0,10,0,-0.09893875667731696,0.1,0.0,0.1,0.0,0.8,0.0,0.013426298057931326,b
7238,anthony weiner pleads guilty in sexting,7,6,60,690,0,0,0,35,785,0,0.5875650825217761,0.07643312101910828,0.8789808917197452,0.0,0.0,0.0,0.044585987261146494,0.5786283566309788,a
7244,jump,0,1,1,0,0,4,11,0,16,0,-0.09362388824480786,0.0625,0.0,0.0,0.25,0.6875,0.0,0.040213332156687646,b
7246,nbc news,0,2,45,0,0,1,0,2,48,0,-0.06527792327142594,0.9375,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,0.9799693058686306,g
7261,landing,0,1,1,0,0,0,9,0,10,0,-0.09893875667731696,0.1,0.0,0.0,0.0,0.9,0.0,0.007656693060800016,b
7266,saudi,0,1,38,0,0,0,52,66,156,0,0.030389708513737995,0.24358974358974358,0.0,0.0,0.0,0.3333333333333333,0.4230769230769231,0.26399291877019276,b
7269,take,11,1,2,0,31,1,502,9,545,0,0.3749703452214118,0.003669724770642202,0.0,0.05688073394495413,0.001834862385321101,0.9211009174311927,0.01651376146788991,0.00473051236371426,b
7271,crooked,4,1,4,0,5,1,52,3,65,0,-0.05021912937931681,0.06153846153846154,0.0,0.07692307692307693,0.015384615384615385,0.8,0.046153846153846156,0.01154629779106421,b
7278,great question,2,2,2,3,0,0,0,6,11,0,-0.09805294527189877,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.5454545454545454,0.549636735705799,a
7279,classified information,1,2,2,3,0,0,165,1,171,0,0.043676879595010765,0.011695906432748537,0.017543859649122806,0.0,0.0,0.9649122807017544,0.005847953216374269,0.003476558083955862,b
7291,chuck,2,1,25,0,1,0,3,4,33,0,-0.07856509435269872,0.7575757575757576,0.0,0.030303030303030304,0.0,0.09090909090909091,0.12121212121212122,0.9484948315884463,g
7292,humaabedin,1,1,30,0,0,0,0,0,30,0,-0.08122252856895326,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7293,remove,4,1,1,0,0,0,14,3,18,0,-0.09185226543397149,0.05555555555555555,0.0,0.0,0.0,0.7777777777777778,0.16666666666666666,0.011585918249485447,b
7295,turn around,0,2,1,9,0,0,21,0,31,0,-0.08033671716353508,0.03225806451612903,0.2903225806451613,0.0,0.0,0.6774193548387096,0.0,0.014228538013889229,b
7302,five,2,1,5,0,0,10,38,5,58,0,-0.0564198092172441,0.08620689655172414,0.0,0.0,0.1724137931034483,0.6551724137931034,0.08620689655172414,0.04184954266767216,b
7303,typical,2,1,1,0,7,0,9,8,25,0,-0.08565158559604419,0.04,0.0,0.28,0.0,0.36,0.32,0.1236714536880643,b
7304,good day,13,2,0,1,0,1,16,0,18,0,-0.09185226543397149,0.0,0.05555555555555555,0.0,0.05555555555555555,0.8888888888888888,0.0,0.00522412836244921,b
7308,article,3,1,2,0,2,0,54,2,60,0,-0.05464818640640773,0.03333333333333333,0.0,0.03333333333333333,0.0,0.9,0.03333333333333333,0.005811695636351812,b
7310,flashback,10,1,6,0,8,5,1,90,110,0,-0.010357616135498498,0.05454545454545454,0.0,0.07272727272727272,0.045454545454545456,0.00909090909090909,0.8181818181818182,0.5400562493958375,a
7311,showing,11,1,0,0,0,2,16,0,18,0,-0.09185226543397149,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.007122899528750525,b
7321,watch,0,1,1,0,27,116,1099,84,1327,0,1.0676748642584322,0.0007535795026375283,0.0,0.020346646571213264,0.08741522230595328,0.8281838733986435,0.06330067822155237,0.009056099255017463,b
7322,bill clinton raped,1,3,50,0,0,0,0,0,50,0,-0.06350630046058957,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
7324,british,1,1,123,0,0,0,0,0,123,0,0.001157932134937902,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7325,nigga,1,1,1,0,1,1,11,1,15,0,-0.09450969965022604,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.06666666666666667,0.019172105122748116,b
7339,std,8,1,10,0,0,2,0,0,12,0,-0.09716713386648058,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.9846356821909914,g
7342,sharia law,6,2,19,2,0,0,2,4,27,0,-0.08387996278520782,0.7037037037037037,0.07407407407407407,0.0,0.0,0.07407407407407407,0.14814814814814814,0.9168493947816388,g
7344,trump in 2020,0,3,0,238,0,0,0,0,238,0,0.10302624375802913,0.0,1.0,0.0,0.0,0.0,0.0,0.28207375856168565,b
7350,granite staters,16,2,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7361,men,1,1,145,0,8,2,5452,73,5680,0,4.923611912043789,0.025528169014084508,0.0,0.0014084507042253522,0.00035211267605633805,0.9598591549295775,0.012852112676056338,0.004191751644146213,b
7369,news anthony weiner,2,3,2,4,0,0,0,6,12,0,-0.09716713386648058,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.49162307480441986,a
7373,shame,1,1,2,0,5,2,50,15,74,0,-0.04224682673055315,0.02702702702702703,0.0,0.06756756756756757,0.02702702702702703,0.6756756756756757,0.20270270270270271,0.019715306785524925,b
7375,aboard air force one,0,4,2,42,0,0,2,4,50,0,-0.06350630046058957,0.04,0.84,0.0,0.0,0.04,0.08,0.37942950808981973,b
7376,✔️anthony weiner,10,2,0,4,0,0,0,80,84,0,-0.0333887126763713,0.0,0.047619047619047616,0.0,0.0,0.0,0.9523809523809523,0.38042526104704505,b
7378,police watch,16,2,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7385,"may 19, 2017",1,3,0,11,0,0,0,1,12,0,-0.09716713386648058,0.0,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333,0.28685405732075725,b
7391,pretty,0,1,3,0,27,0,471,6,507,0,0.34130951181552077,0.005917159763313609,0.0,0.05325443786982249,0.0,0.9289940828402367,0.011834319526627219,0.004572999812383951,b
7394,bad ending,10,2,31,0,0,0,0,0,31,0,-0.08033671716353508,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7395,hrc,0,1,13,0,5,130,5,279,432,0,0.27487365640915695,0.03009259259259259,0.0,0.011574074074074073,0.30092592592592593,0.011574074074074073,0.6458333333333334,0.6734358685657179,a
7396,ex,7,1,263,0,233,3,127,28,654,0,0.47152378841199394,0.40214067278287463,0.0,0.3562691131498471,0.0045871559633027525,0.19418960244648317,0.04281345565749235,0.7062333850940599,a
7399,family,0,1,318,0,2,3,843,19,1185,0,0.94188964468905,0.2683544303797468,0.0,0.0016877637130801688,0.002531645569620253,0.7113924050632912,0.016033755274261603,0.04453404046185562,b
7401,faces 21,1,2,0,1,0,0,93,2,96,0,-0.022758975811353083,0.0,0.010416666666666666,0.0,0.0,0.96875,0.020833333333333332,0.00326138593069123,b
7415,fine,1,1,1,0,0,0,30,3,34,0,-0.07767928294728053,0.029411764705882353,0.0,0.0,0.0,0.8823529411764706,0.08823529411764706,0.006099529521855092,b
7417,limb,7,1,1,0,0,0,10,0,11,0,-0.09805294527189877,0.09090909090909091,0.0,0.0,0.0,0.9090909090909091,0.0,0.007040462406795754,b
7419,liar obama,2,2,4,11,0,0,0,0,15,0,-0.09450969965022604,0.26666666666666666,0.7333333333333333,0.0,0.0,0.0,0.0,0.5964681837660775,a
7424,serious,0,1,2,0,6,5,89,3,105,0,-0.014786673162589421,0.01904761904761905,0.0,0.05714285714285714,0.047619047619047616,0.8476190476190476,0.02857142857142857,0.00813779305100022,b
7430,nike lab white air force one,0,6,36,0,0,0,0,0,36,0,-0.07590766013644416,1.0,0.0,0.0,0.0,0.0,0.0,0.7143065992353805,a
7431,but anthony weiner,9,3,3,8,0,0,0,0,11,0,-0.09805294527189877,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.0,0.5388315406597346,a
7432,anthony weiner in new york,6,5,66,0,0,0,0,0,66,0,-0.04933331797389862,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
7435,kind,10,1,2,0,1,0,67,0,70,0,-0.04579007235222588,0.02857142857142857,0.0,0.014285714285714285,0.0,0.9571428571428572,0.0,0.0043293297171867855,b
7436,anthony weiner likely,0,3,17,72,0,0,0,34,123,0,0.001157932134937902,0.13821138211382114,0.5853658536585366,0.0,0.0,0.0,0.2764227642276423,0.4319623910292262,a
7440,libberals,1,1,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7442,pled,7,1,0,0,0,0,12,0,12,0,-0.09716713386648058,0.0,0.0,0.0,0.0,1.0,0.0,0.0031516051485132664,b
7444,liberal nut jobs,10,3,28,0,0,0,0,0,28,0,-0.08299415137978963,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
7446,delivered,1,1,5,0,0,0,5,1,11,0,-0.09805294527189877,0.45454545454545453,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.3328201881068387,b
7449,source,0,1,3,0,2,2,473,765,1245,0,0.9950383290141411,0.0024096385542168677,0.0,0.001606425702811245,0.001606425702811245,0.37991967871485943,0.6144578313253012,0.085467805467149,b
7454,dangerous,7,1,6,0,0,0,7,0,13,0,-0.0962813224610624,0.46153846153846156,0.0,0.0,0.0,0.5384615384615384,0.0,0.23754622396400513,b
7459,hating breitbart anthony weiner excerpt,6,5,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
7464,anthony weiner walks,5,3,285,1,0,0,0,0,286,0,0.14554519121810197,0.9965034965034965,0.0034965034965034965,0.0,0.0,0.0,0.0,0.9616542651229598,g
7465,anatomy,6,1,12,0,0,0,1,48,61,0,-0.05376237500098954,0.19672131147540983,0.0,0.0,0.0,0.01639344262295082,0.7868852459016393,0.6466233626220531,a
7468,fbi,0,1,8,0,0,2951,0,10,2969,0,2.5221771919550915,0.002694509936005389,0.0,0.0,0.9939373526439879,0.0,0.003368137420006736,0.9390064064196159,g
7485,nice,6,1,7,0,13,1,42,12,75,0,-0.04136101532513496,0.09333333333333334,0.0,0.17333333333333334,0.013333333333333334,0.56,0.16,0.05227718283328882,b
7502,russian,0,1,314,0,4,199,1,13,531,0,0.3625689855455572,0.591337099811676,0.0,0.007532956685499058,0.3747645951035782,0.0018832391713747645,0.02448210922787194,0.974997062321517,g
7512,gonna,6,1,2,0,3,0,87,11,103,0,-0.016558295973425792,0.019417475728155338,0.0,0.02912621359223301,0.0,0.8446601941747572,0.10679611650485436,0.007137845643111081,b
7517,fighting,8,1,8,0,1,1,1363,20,1393,0,1.1261384170160325,0.00574300071787509,0.0,0.0007178750897343862,0.0007178750897343862,0.9784637473079684,0.014357501794687724,0.0035511032047610214,b
7518,chuck schumer,0,2,2731,1,0,2,0,57,2791,0,2.3645027617906544,0.9785023289143676,0.00035829451809387314,0.0,0.0007165890361877463,0.0,0.02042278753135077,0.982201172402151,g
7521,uncle joe,4,2,5,1,0,0,0,9,15,0,-0.09450969965022604,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.6,0.7298850578759983,a
7522,registered sex offender,1,3,12,8,0,3,1800,19,1842,0,1.5238677380487973,0.006514657980456026,0.004343105320304018,0.0,0.0016286644951140066,0.9771986970684039,0.01031487513572204,0.011822686551257316,b
7524,apeastregion,3,1,16,0,0,0,0,0,16,0,-0.09362388824480786,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7526,hillary clinton forwards,9,3,1,0,0,27,0,26,54,0,-0.059963054838916834,0.018518518518518517,0.0,0.0,0.5,0.0,0.48148148148148145,0.6016976544973096,a
7528,knew,1,1,1,0,0,42,663,21,727,0,0.5361880210075214,0.001375515818431912,0.0,0.0,0.0577716643741403,0.9119669876203577,0.02888583218707015,0.005504703446871945,b
7532,publicly,6,1,0,0,0,2,2809,0,2811,0,2.3822189898990183,0.0,0.0,0.0,0.000711490572749911,0.9992885094272501,0.0,0.0031672269412282164,b
7535,claims,5,1,1,0,0,0,20,0,21,0,-0.08919483121771693,0.047619047619047616,0.0,0.0,0.0,0.9523809523809523,0.0,0.00476199669271417,b
7539,former rep. anthony weiner,0,4,520,68,0,0,0,12,600,0,0.42368997251941193,0.8666666666666667,0.11333333333333333,0.0,0.0,0.0,0.02,0.8744695280255846,g
7545,rep. anthony weiner,0,3,334,0,0,0,0,1,335,0,0.18894995008359303,0.9970149253731343,0.0,0.0,0.0,0.0,0.0029850746268656717,0.961763437355132,g
7550,bob,1,1,6,0,0,0,1,12,19,0,-0.0909664540285533,0.3157894736842105,0.0,0.0,0.0,0.05263157894736842,0.631578947368421,0.7217559282877446,a
7552,anthony weiner's guilty plea,1,4,6,49,0,0,0,1,56,0,-0.05819143202808047,0.10714285714285714,0.875,0.0,0.0,0.0,0.017857142857142856,0.43593239616088236,a
7564,stefanmolyneux,1,1,5,0,13,0,0,2,20,0,-0.09008064262313512,0.25,0.0,0.65,0.0,0.0,0.1,0.8108529843444626,g
7566,girl,0,1,93,0,5,3,5538,410,6049,0,5.2504763206430995,0.015374442056538271,0.0,0.0008265829062654984,0.000495949743759299,0.915523226979666,0.06777979831377087,0.004914900280726383,b
7575,character,0,1,1,0,0,0,31,1,33,0,-0.07856509435269872,0.030303030303030304,0.0,0.0,0.0,0.9393939393939394,0.030303030303030304,0.0046835712006535486,b
7579,the wiener,4,2,1,1,0,0,22,0,24,0,-0.08653739700146237,0.041666666666666664,0.041666666666666664,0.0,0.0,0.9166666666666666,0.0,0.004841442507581281,b
7586,nice guy,6,2,73,0,0,0,0,0,73,0,-0.043132638135971325,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7589,scully,0,1,11,0,1,0,0,0,12,0,-0.09716713386648058,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.9843212755457541,g
7597,advisor,0,1,19,0,0,0,14,0,33,0,-0.07856509435269872,0.5757575757575758,0.0,0.0,0.0,0.42424242424242425,0.0,0.5195596473607711,a
7602,capt,16,1,12,0,0,0,0,0,12,0,-0.09716713386648058,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7606,practice,2,1,2,0,1,0,75,0,78,0,-0.038703581108880405,0.02564102564102564,0.0,0.01282051282051282,0.0,0.9615384615384616,0.0,0.004188248061203508,b
7612,af1 jordan kd,0,3,36,0,0,0,0,0,36,0,-0.07590766013644416,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
7614,george soros,0,2,26,0,0,0,1,0,27,0,-0.08387996278520782,0.9629629629629629,0.0,0.0,0.0,0.037037037037037035,0.0,0.9772197439340755,g
7627,young american,18,2,98,0,0,0,0,0,98,0,-0.020987353000516712,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7629,general,1,1,1,0,2,0,13,0,16,0,-0.09362388824480786,0.0625,0.0,0.125,0.0,0.8125,0.0,0.010831240712953528,b
7631,infomercial pimp,0,2,20,0,0,0,0,0,20,0,-0.09008064262313512,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7632,plead guilty in sexting case,0,5,29,0,0,0,209,11,249,0,0.11277016921762917,0.11646586345381527,0.0,0.0,0.0,0.8393574297188755,0.04417670682730924,0.3232086265570563,b
7646,stiff arm,9,2,2,0,0,0,0,22,24,0,-0.08653739700146237,0.08333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0.46884633066431874,a
7647,crimes,3,1,0,0,2,5,107,8,122,0,0.0002721207295197174,0.0,0.0,0.01639344262295082,0.040983606557377046,0.8770491803278688,0.06557377049180328,0.006217426683719871,b
7652,mark,8,1,5,0,1,0,2,4,12,0,-0.09716713386648058,0.4166666666666667,0.0,0.08333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.705268542262851,a
7656,special counsel,3,2,0,0,0,1,53,0,54,0,-0.059963054838916834,0.0,0.0,0.0,0.018518518518518517,0.9814814814814815,0.0,0.00323756329475525,b
7657,child sex offender,2,3,1,0,0,0,87,0,88,0,-0.02984546705469856,0.011363636363636364,0.0,0.0,0.0,0.9886363636363636,0.0,0.011583480630111533,b
7662,mo dough,18,2,2,0,0,0,0,140,142,0,0.01798834883788341,0.014084507042253521,0.0,0.0,0.0,0.0,0.9859154929577465,0.39956999123996934,b
7668,inquiry,0,1,40,0,0,0,563,57,660,0,0.47683865684450305,0.06060606060606061,0.0,0.0,0.0,0.853030303030303,0.08636363636363636,0.0080595949006248,b
7671,morals,7,1,19,0,0,0,34,0,53,0,-0.06084886624433502,0.3584905660377358,0.0,0.0,0.0,0.6415094339622641,0.0,0.09315730932067734,b
7674,child predator,2,2,1,1,0,0,571,1,574,0,0.40065887597853916,0.0017421602787456446,0.0017421602787456446,0.0,0.0,0.9947735191637631,0.0017421602787456446,0.0029565031374059066,b
7675,outrage,7,1,0,0,0,6,23,6,35,0,-0.07679347154186235,0.0,0.0,0.0,0.17142857142857143,0.6571428571428571,0.17142857142857143,0.02818693992630747,b
7676,finally,0,1,4,0,32,2,1327,435,1800,0,1.4866636590212337,0.0022222222222222222,0.0,0.017777777777777778,0.0011111111111111111,0.7372222222222222,0.24166666666666667,0.011594476613915687,b
7682,pizzagate,1,1,8,0,3,0,11,55,77,0,-0.03958939251429859,0.1038961038961039,0.0,0.03896103896103896,0.0,0.14285714285714285,0.7142857142857143,0.375023808475095,b
7683,officially a sex offender,5,4,13,0,0,0,0,20,33,0,-0.07856509435269872,0.3939393939393939,0.0,0.0,0.0,0.0,0.6060606060606061,0.6912816140043452,a
7685,divorce,4,1,670,0,8,35,5835,627,7175,0,6.2478999631439756,0.09337979094076655,0.0,0.0011149825783972125,0.004878048780487805,0.8132404181184669,0.08738675958188154,0.011542103465015588,b
7687,porn,2,1,1,0,0,2,2580,0,2583,0,2.1802539894636723,0.00038714672861014324,0.0,0.0,0.0007742934572202865,0.9988385598141696,0.0,0.0031790215207109142,b
7689,friend,0,1,0,0,0,3,1376,164,1543,0,1.2590101278287602,0.0,0.0,0.0,0.0019442644199611147,0.8917692806221647,0.10628645495787427,0.00517433763676365,b
7691,huma abedin finally,6,3,33,245,0,0,0,4,282,0,0.14200194559642923,0.11702127659574468,0.8687943262411347,0.0,0.0,0.0,0.014184397163120567,0.3824296862547873,b
7692,middle,0,1,2,0,1,0,480,1,484,0,0.32093584949090254,0.004132231404958678,0.0,0.002066115702479339,0.0,0.9917355371900827,0.002066115702479339,0.003326461752314326,b
7697,politician,4,1,1,0,0,0,51,5,57,0,-0.057305620622662284,0.017543859649122806,0.0,0.0,0.0,0.8947368421052632,0.08771929824561403,0.005463696754558707,b
7699,trump weiner,13,2,11,0,0,0,0,0,11,0,-0.09805294527189877,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7700,bff,4,1,0,0,0,1,2,9,12,0,-0.09716713386648058,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.75,0.2874730589797517,b
7702,cool,0,1,4,0,4,1,22,3,34,0,-0.07767928294728053,0.11764705882352941,0.0,0.11764705882352941,0.029411764705882353,0.6470588235294118,0.08823529411764706,0.036078880172125606,b
7703,anthony weiner guilty,7,3,50,86,0,1,2,43,182,0,0.0534208050546108,0.27472527472527475,0.4725274725274725,0.0,0.005494505494505495,0.01098901098901099,0.23626373626373626,0.5662063839311459,a
7706,impeach,4,1,0,0,19,1,1,8,29,0,-0.08210833997437145,0.0,0.0,0.6551724137931034,0.034482758620689655,0.034482758620689655,0.27586206896551724,0.5425495406060756,a
7714,staff,0,1,3,0,0,0,94,3,100,0,-0.019215730189680345,0.03,0.0,0.0,0.0,0.94,0.03,0.0046645663103772154,b
7716,wikileaks,0,1,20,0,2,0,10,2,34,0,-0.07767928294728053,0.5882352941176471,0.0,0.058823529411764705,0.0,0.29411764705882354,0.058823529411764705,0.7224079073909022,a
7719,"may 20, 2017",0,3,0,8,0,0,0,16,24,0,-0.08653739700146237,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.35050288738830765,b
7720,read anthony weiner,2,3,65,1,0,0,0,0,66,0,-0.04933331797389862,0.9848484848484849,0.015151515151515152,0.0,0.0,0.0,0.0,0.9600886123703847,g
7726,future registered sex offender anthony weiner,9,6,2,0,0,0,0,17,19,0,-0.0909664540285533,0.10526315789473684,0.0,0.0,0.0,0.0,0.8947368421052632,0.6082013382051217,a
7736,joe lieberman,7,2,2,0,0,0,0,10,12,0,-0.09716713386648058,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.5591610008971974,a
7739,lord,0,1,5,0,3,3,2,6,19,0,-0.0909664540285533,0.2631578947368421,0.0,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.3157894736842105,0.730564299182592,a
7742,horrible,1,1,1,0,0,6,37,2,46,0,-0.06704954608226231,0.021739130434782608,0.0,0.0,0.13043478260869565,0.8043478260869565,0.043478260869565216,0.012545388098896014,b
7743,breaking news,0,2,687,67,0,600,17,32,1403,0,1.1349965310702144,0.4896650035637919,0.04775481111903065,0.0,0.4276550249465431,0.012116892373485389,0.022808267997148968,0.9412354774384165,g
7744,destroy,13,1,0,0,0,1,13,0,14,0,-0.09539551105564423,0.0,0.0,0.0,0.07142857142857142,0.9285714285714286,0.0,0.005272398677066774,b
7755,2 honor,16,2,0,0,0,21,0,0,21,0,-0.08919483121771693,0.0,0.0,0.0,1.0,0.0,0.0,0.8858837742676191,g
7759,obstruction of justice,10,3,1,0,0,0,38,10,49,0,-0.06439211186600775,0.02040816326530612,0.0,0.0,0.0,0.7755102040816326,0.20408163265306123,0.025009015141788656,b
7760,bowing,0,1,0,0,1,6,102,0,109,0,-0.011243427540916683,0.0,0.0,0.009174311926605505,0.05504587155963303,0.9357798165137615,0.0,0.004895671099298419,b
7761,supernatural,4,1,13,0,0,0,0,1,14,0,-0.09539551105564423,0.9285714285714286,0.0,0.0,0.0,0.0,0.07142857142857142,0.9839575581385085,g
7763,guilty plea,1,2,4,1147,0,0,1246,54,2451,0,2.0633268839484717,0.0016319869441044472,0.4679722562219502,0.0,0.0,0.5083639330885353,0.022031823745410038,0.029784524269507336,b
7766,fgm,0,1,0,0,0,30,0,0,30,0,-0.08122252856895326,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
7767,newsmax,2,1,5,0,0,0,6,0,11,0,-0.09805294527189877,0.45454545454545453,0.0,0.0,0.0,0.5454545454545454,0.0,0.22406756503402492,b
7770,breibart,10,1,2,0,0,15,0,4,21,0,-0.08919483121771693,0.09523809523809523,0.0,0.0,0.7142857142857143,0.0,0.19047619047619047,0.9133926180899264,g
7771,ivanka trump,0,2,76,0,0,0,1,0,77,0,-0.03958939251429859,0.987012987012987,0.0,0.0,0.0,0.012987012987012988,0.0,0.9816079824418463,g
7772,comey,0,1,4015,0,1591,4,7,222,5839,0,5.064455925505281,0.687617742764172,0.0,0.27247816406918995,0.000685048809727693,0.001198835417023463,0.03802020893988697,0.9639987772582767,g
7778,enough files,7,2,122,0,0,0,0,0,122,0,0.0002721207295197174,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7784,washington,0,1,24,0,0,3,0,5,32,0,-0.0794509057581169,0.75,0.0,0.0,0.09375,0.0,0.15625,0.97355655070858,g
7791,oh wait,0,2,1,73,0,0,32,1,107,0,-0.013015050351753052,0.009345794392523364,0.6822429906542056,0.0,0.0,0.29906542056074764,0.009345794392523364,0.0864907505242125,b
7793,hello,0,1,3,0,25,1,22,7,58,0,-0.0564198092172441,0.05172413793103448,0.0,0.43103448275862066,0.017241379310344827,0.3793103448275862,0.1206896551724138,0.1366474989048457,b
7794,mccain,3,1,23,0,0,0,0,12,35,0,-0.07679347154186235,0.6571428571428571,0.0,0.0,0.0,0.0,0.34285714285714286,0.9480597302561752,g
7797,party time,19,2,0,0,0,4,70,0,74,0,-0.04224682673055315,0.0,0.0,0.0,0.05405405405405406,0.9459459459459459,0.0,0.004094124481448934,b
7804,ads,2,1,1,0,0,0,14,0,15,0,-0.09450969965022604,0.06666666666666667,0.0,0.0,0.0,0.9333333333333333,0.0,0.0056459080796242254,b
7812,blast,0,1,1,0,0,0,12,1,14,0,-0.09539551105564423,0.07142857142857142,0.0,0.0,0.0,0.8571428571428571,0.07142857142857142,0.00828288445562569,b
