,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,evictionFlag,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
6571,leader,11,1,3,0,0,0,336,1,340,0,0.19337900711068395,0.008823529411764706,0.0,0.0,0.0,0.9882352941176471,0.0029411764705882353,0.003440459909283256,b
6573,likely,1,1,0,0,0,3,1566,9,1578,0,1.2900135270183966,0.0,0.0,0.0,0.0019011406844106464,0.9923954372623575,0.005703422053231939,0.0032723218150500677,b
6574,weiners,2,1,32,0,3,0,15,1,51,0,-0.0626204890551714,0.6274509803921569,0.0,0.058823529411764705,0.0,0.29411764705882354,0.0196078431372549,0.7594364618274272,g
6577,atlantic,0,1,24,0,0,1,0,1,26,0,-0.084765774190626,0.9230769230769231,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.9851503384059398,g
6581,put anthony weiner,7,3,1,10,0,0,0,0,11,0,-0.09805294527189877,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,0.35818136692967995,b
6590,biggest,7,1,0,0,0,5,43,1,49,0,-0.06439211186600775,0.0,0.0,0.0,0.10204081632653061,0.8775510204081632,0.02040816326530612,0.007315647743784251,b
6591,sex crimes,3,2,0,0,0,1,8,4,13,0,-0.0962813224610624,0.0,0.0,0.0,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.02217385075919698,b
6595,leftists,12,1,1,0,1,0,373,0,375,0,0.22438240630032041,0.0026666666666666666,0.0,0.0026666666666666666,0.0,0.9946666666666667,0.0,0.003265861989251407,b
6597,privilege,15,1,5,0,0,0,86,0,91,0,-0.027188032838444006,0.054945054945054944,0.0,0.0,0.0,0.945054945054945,0.0,0.005082559112556145,b
6599,honor,2,1,128,0,27,1,1506,628,2290,0,1.920711247676144,0.05589519650655022,0.0,0.011790393013100437,0.0004366812227074236,0.6576419213973799,0.274235807860262,0.02249826475381799,b
6601,bullet,13,1,3,0,1,0,120,0,124,0,0.0020437435403560865,0.024193548387096774,0.0,0.008064516129032258,0.0,0.967741935483871,0.0,0.004037533860159944,b
6604,reportedly plead guilty,3,3,2,0,0,0,5,7,14,0,-0.09539551105564423,0.14285714285714285,0.0,0.0,0.0,0.35714285714285715,0.5,0.18440043704912878,b
6613,quote,13,1,1,0,0,0,194,0,195,0,0.0649363533250472,0.005128205128205128,0.0,0.0,0.0,0.9948717948717949,0.0,0.003291840994790014,b
6614,huma abedin officially files,8,4,5,0,0,0,0,22,27,0,-0.08387996278520782,0.18518518518518517,0.0,0.0,0.0,0.0,0.8148148148148148,0.5746112811543209,a
6616,"july, 2012 right",13,3,0,13,0,0,0,0,13,0,-0.0962813224610624,0.0,1.0,0.0,0.0,0.0,0.0,0.28207375856168565,b
6620,going,0,1,2,0,19,6,1826,45,1898,0,1.5734731767522157,0.001053740779768177,0.0,0.010010537407797681,0.003161222339304531,0.9620653319283456,0.02370916754478398,0.0037870738534473607,b
6621,needs,2,1,3,0,3,1,674,8,689,0,0.5025271876016304,0.0043541364296081275,0.0,0.0043541364296081275,0.001451378809869376,0.9782293178519593,0.011611030478955007,0.003548518294458775,b
6623,disgusting,6,1,2,0,7,0,564,226,799,0,0.5999664421976307,0.0025031289111389237,0.0,0.008760951188986232,0.0,0.7058823529411765,0.2828535669586984,0.013702905015613985,b
6624,times square,1,2,14,1,0,0,0,13,28,0,-0.08299415137978963,0.5,0.03571428571428571,0.0,0.0,0.0,0.4642857142857143,0.8599507907866787,g
6625,senate,0,1,6,0,0,0,3,1,10,0,-0.09893875667731696,0.6,0.0,0.0,0.0,0.3,0.1,0.7172535645127895,a
6630,person,11,1,0,0,0,1,48,0,49,0,-0.06439211186600775,0.0,0.0,0.0,0.02040816326530612,0.9795918367346939,0.0,0.003637230011703091,b
6633,kattimpf,6,1,15,0,4,0,0,0,19,0,-0.0909664540285533,0.7894736842105263,0.0,0.21052631578947367,0.0,0.0,0.0,0.9759030235179588,g
6646,otc,16,1,0,0,0,39,0,0,39,0,-0.07325022592018961,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
6652,geraldo at large,0,3,14,0,0,0,0,0,14,0,-0.09539551105564423,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
6655,armed forces day!a,17,3,20,0,0,0,0,0,20,0,-0.09008064262313512,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
6657,notice,4,1,1,0,29,0,6,0,36,0,-0.07590766013644416,0.027777777777777776,0.0,0.8055555555555556,0.0,0.16666666666666666,0.0,0.3999401679591718,b
6663,excuse,1,1,0,0,0,4,901,8,913,0,0.7009489424153037,0.0,0.0,0.0,0.004381161007667032,0.9868565169769989,0.008762322015334063,0.003373747910107745,b
6667,correction,0,1,3,0,2,16,2,0,23,0,-0.08742320840688056,0.13043478260869565,0.0,0.08695652173913043,0.6956521739130435,0.08695652173913043,0.0,0.8860707499283572,g
6669,sickness,1,1,157,0,8,0,294,67,526,0,0.35813992851846627,0.2984790874524715,0.0,0.015209125475285171,0.0,0.55893536121673,0.12737642585551331,0.10975796207168366,b
6672,first lady melania trump,0,4,128,0,0,0,0,0,128,0,0.005586989162028825,1.0,0.0,0.0,0.0,0.0,0.0,0.9064113614370501,g
6676,stand,6,1,2,0,24,1,671,3,701,0,0.5131569244666486,0.0028530670470756064,0.0,0.034236804564907276,0.0014265335235378032,0.9572039942938659,0.0042796005706134095,0.00394072565283616,b
6680,impeachment,0,1,3,0,3,1,31,90,128,0,0.005586989162028825,0.0234375,0.0,0.0234375,0.0078125,0.2421875,0.703125,0.19236506958527647,b
6681,communist twitter,2,2,16,0,0,0,0,0,16,0,-0.09362388824480786,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
6682,murder,1,1,1,0,0,1,2375,4,2381,0,2.001320085569199,0.00041999160016799666,0.0,0.0,0.00041999160016799666,0.997480050398992,0.0016799664006719867,0.0031948479699567575,b
6692,true heroes,17,2,5,2529,0,0,16,1,2551,0,2.1519080244902904,0.001960015680125441,0.991375931007448,0.0,0.0,0.006272050176401411,0.0003920031360250882,0.2858734477305913,b
6693,hillary clinton,0,2,7768,1,0,26,3,1074,8872,0,7.751121918138636,0.8755635707844905,0.0001127141568981064,0.0,0.0029305680793507666,0.00033814247069431923,0.12105500450856628,0.9730924128395085,g
6698,fired,10,1,0,0,0,9,42,4,55,0,-0.059077243433498655,0.0,0.0,0.0,0.16363636363636364,0.7636363636363637,0.07272727272727272,0.01554057619937542,b
6699,james comey,0,2,377,0,0,0,0,8,385,0,0.23324052035450227,0.9792207792207792,0.0,0.0,0.0,0.0,0.02077922077922078,0.9822254030301586,g
6700,game,3,1,1,0,0,0,66,4,71,0,-0.044904260946807696,0.014084507042253521,0.0,0.0,0.0,0.9295774647887324,0.056338028169014086,0.004571002571889019,b
6715,fun,4,1,0,0,3,2,42,2,49,0,-0.06439211186600775,0.0,0.0,0.061224489795918366,0.04081632653061224,0.8571428571428571,0.04081632653061224,0.007033625570580969,b
6726,anthony weiner 3,2,3,0,2,0,0,0,8,10,0,-0.09893875667731696,0.0,0.2,0.0,0.0,0.0,0.8,0.36887382583109174,b
6735,sale,0,1,2,0,0,3,14,0,19,0,-0.0909664540285533,0.10526315789473684,0.0,0.0,0.15789473684210525,0.7368421052631579,0.0,0.028194396294862343,b
6741,dina,0,1,3,0,0,0,0,9,12,0,-0.09716713386648058,0.25,0.0,0.0,0.0,0.0,0.75,0.7160477885426556,a
6744,woman,4,1,15,0,0,3,238,4,260,0,0.12251409467722918,0.057692307692307696,0.0,0.0,0.011538461538461539,0.9153846153846154,0.015384615384615385,0.006083055102517921,b
6745,rat,5,1,0,0,0,1,54,5,60,0,-0.05464818640640773,0.0,0.0,0.0,0.016666666666666666,0.9,0.08333333333333333,0.0051710277279457565,b
6746,terrorist,7,1,5,0,0,0,21,3,29,0,-0.08210833997437145,0.1724137931034483,0.0,0.0,0.0,0.7241379310344828,0.10344827586206896,0.026119265998651615,b
6747,coming,7,1,3,0,7,0,327,3,340,0,0.19337900711068395,0.008823529411764706,0.0,0.020588235294117647,0.0,0.961764705882353,0.008823529411764706,0.003911509622716756,b
6752,demand hillary,4,2,17,890,0,0,0,0,907,0,0.6956340739827946,0.018743109151047408,0.9812568908489526,0.0,0.0,0.0,0.0,0.3074468641004294,b
6763,chuckie,5,1,9,0,0,0,1,0,10,0,-0.09893875667731696,0.9,0.0,0.0,0.0,0.1,0.0,0.9696225907148862,g
6775,faces possible prison sentence,0,4,6,0,0,0,0,6,12,0,-0.09716713386648058,0.5,0.0,0.0,0.0,0.0,0.5,0.7454720575457878,a
6777,clinton murder list,5,3,49,0,0,0,0,0,49,0,-0.06439211186600775,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
6779,alqaeda,16,1,14,0,0,0,0,0,14,0,-0.09539551105564423,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
6783,former democratic,2,2,2,83,0,0,0,0,85,0,-0.032502901270953115,0.023529411764705882,0.9764705882352941,0.0,0.0,0.0,0.0,0.31201492442149986,b
6784,pedo,1,1,14,0,6,4,1366,22,1412,0,1.142968833718978,0.009915014164305949,0.0,0.00424929178470255,0.0028328611898017,0.9674220963172805,0.015580736543909348,0.0038235608342969143,b
6786,rule of la,3,3,56,0,0,0,0,0,56,0,-0.05819143202808047,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
6789,crap,12,1,1,0,0,0,9,0,10,0,-0.09893875667731696,0.1,0.0,0.0,0.0,0.9,0.0,0.007656693060800016,b
6792,girls,8,1,1,0,0,0,168,0,169,0,0.041905256784174394,0.005917159763313609,0.0,0.0,0.0,0.9940828402366864,0.0,0.0033140291533326543,b
6793,hero,18,1,2,0,0,0,11,3,16,0,-0.09362388824480786,0.125,0.0,0.0,0.0,0.6875,0.1875,0.02566075348571617,b
6802,karma,4,1,8,0,4,0,2,0,14,0,-0.09539551105564423,0.5714285714285714,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.8749468800006786,g
6803,maggie haberman,0,2,99,0,0,0,0,0,99,0,-0.02010154159509853,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
6812,huma abedin,0,2,6748,4,0,1,10,211,6974,0,6.0698518706549205,0.9675939202753083,0.0005735589331803843,0.0,0.00014338973329509606,0.0014338973329509608,0.03025523372526527,0.9812694403698765,g
6814,classified emails,1,2,2,7,0,5,6484,7,6505,0,5.654406321513791,0.00030745580322828596,0.0010760953112990007,0.0,0.0007686395080707148,0.996771714066103,0.0010760953112990007,0.0029207885008735194,b
6816,sexing,5,1,2,0,0,0,10,1,13,0,-0.0962813224610624,0.15384615384615385,0.0,0.0,0.0,0.7692307692307693,0.07692307692307693,0.018847697812351967,b
6851,big deal,9,2,7,0,0,0,6,0,13,0,-0.0962813224610624,0.5384615384615384,0.0,0.0,0.0,0.46153846153846156,0.0,0.3647601005669866,b
6852,anthony weiner wept,6,3,2,98,0,0,0,4,104,0,-0.015672484568007607,0.019230769230769232,0.9423076923076923,0.0,0.0,0.0,0.038461538461538464,0.2988498892892838,b
6854,bought,11,1,0,0,0,11,3,0,14,0,-0.09539551105564423,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7253720674676044,a
6856,ann coulter,11,2,13,0,0,0,0,2,15,0,-0.09450969965022604,0.8666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.9719285618603719,g
6859,va,7,1,0,0,0,22,0,1,23,0,-0.08742320840688056,0.0,0.0,0.0,0.9565217391304348,0.0,0.043478260869565216,0.9323559649480392,g
6860,federal,0,1,12,0,1,0,522,6,541,0,0.3714270995997391,0.022181146025878003,0.0,0.0018484288354898336,0.0,0.9648798521256932,0.011090573012939002,0.004038061738927937,b
6862,husband,15,1,1,0,0,0,34,0,35,0,-0.07679347154186235,0.02857142857142857,0.0,0.0,0.0,0.9714285714285714,0.0,0.004028145869068756,b
6866,crime,1,1,315,0,1,28,2526,8,2878,0,2.4415683540620368,0.10945100764419737,0.0,0.00034746351633078526,0.009728978457261988,0.8776928422515636,0.002779708130646282,0.00913437306845002,b
6870,nutjob,12,1,1,0,45,1,1,1,49,0,-0.06439211186600775,0.02040816326530612,0.0,0.9183673469387755,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.6269744650377601,a
6873,leo connelly,16,2,119,0,0,0,0,0,119,0,-0.0023853134867348365,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
6874,hillary clinton's 650k emails,0,4,0,416,0,0,0,0,416,0,0.260700673922466,0.0,1.0,0.0,0.0,0.0,0.0,0.37024077876273453,b
6876,reason,4,1,0,0,4,1,248,2,255,0,0.11808503765013825,0.0,0.0,0.01568627450980392,0.00392156862745098,0.9725490196078431,0.00784313725490196,0.0036200290665396235,b
6879,abc news,1,2,18,0,0,0,0,0,18,0,-0.09185226543397149,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
6880,sacrifices,18,1,1,0,0,0,399,5,405,0,0.250956748462866,0.0024691358024691358,0.0,0.0,0.0,0.9851851851851852,0.012345679012345678,0.0033935063152026783,b
6881,covered,3,1,0,0,0,2,541,7,550,0,0.3793994022485027,0.0,0.0,0.0,0.0036363636363636364,0.9836363636363636,0.012727272727272728,0.003414192424703902,b
6888,flag retreat ceremony at 5,18,5,0,20,0,0,0,0,20,0,-0.09008064262313512,0.0,1.0,0.0,0.0,0.0,0.0,0.4869644708290595,a
6891,pic,9,1,1,0,1,1,73,2,78,0,-0.038703581108880405,0.01282051282051282,0.0,0.01282051282051282,0.01282051282051282,0.9358974358974359,0.02564102564102564,0.004604734260615399,b
6895,air force 1,0,3,0,22,0,0,1,3,26,0,-0.084765774190626,0.0,0.8461538461538461,0.0,0.0,0.038461538461538464,0.11538461538461539,0.26171903437462896,b
6897,waiting,3,1,4,0,90,0,97,4,195,0,0.0649363533250472,0.020512820512820513,0.0,0.46153846153846156,0.0,0.49743589743589745,0.020512820512820513,0.06370730206183449,b
6913,chelsea manning,1,2,39,0,0,0,0,0,39,0,-0.07325022592018961,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
6914,illegal,0,1,2,0,1,1,104,1,109,0,-0.011243427540916683,0.01834862385321101,0.0,0.009174311926605505,0.009174311926605505,0.9541284403669725,0.009174311926605505,0.00429075531454526,b
6922,classified documents,9,2,0,2,0,5,29,1,37,0,-0.07502184873102598,0.0,0.05405405405405406,0.0,0.13513513513513514,0.7837837837837838,0.02702702702702703,0.010439469609711797,b
6930,folks,4,1,1,0,27,0,102,3,133,0,0.010016046189119748,0.007518796992481203,0.0,0.20300751879699247,0.0,0.7669172932330827,0.022556390977443608,0.011385934852919253,b
6934,trump receives saudi,18,3,88,0,0,0,0,0,88,0,-0.02984546705469856,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
6935,aggies,16,1,15,0,0,0,0,0,15,0,-0.09450969965022604,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
6937,keep,0,1,5,0,261,2,1195,24,1487,0,1.2094046891253418,0.0033624747814391394,0.0,0.17552118359112306,0.0013449899125756557,0.8036314727639543,0.01613987895090787,0.009096855168610259,b
6940,state,0,1,6,0,61,0,44,7,118,0,-0.003271124892153021,0.05084745762711865,0.0,0.5169491525423728,0.0,0.3728813559322034,0.059322033898305086,0.14524248805153478,b
6941,answer,11,1,2,0,0,1,15,0,18,0,-0.09185226543397149,0.1111111111111111,0.0,0.0,0.05555555555555555,0.8333333333333334,0.0,0.01301610586463828,b
6946,hope air force one,0,4,1,9,0,0,4,0,14,0,-0.09539551105564423,0.07142857142857142,0.6428571428571429,0.0,0.0,0.2857142857142857,0.0,0.2747390566307006,b
6953,✅donald trump,12,2,0,303,0,0,0,0,303,0,0.16060398511021112,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
6959,children,1,1,3,0,17,4,809,18,851,0,0.6460286352793763,0.0035252643948296123,0.0,0.0199764982373678,0.004700352526439483,0.9506462984723855,0.021151586368977675,0.004067948643109402,b
6961,huma abedin slaps,11,3,8,7,0,0,0,0,15,0,-0.09450969965022604,0.5333333333333333,0.4666666666666667,0.0,0.0,0.0,0.0,0.7870832559205122,g
6962,teen sexting case,12,3,17,0,0,0,58,3,78,0,-0.038703581108880405,0.21794871794871795,0.0,0.0,0.0,0.7435897435897436,0.038461538461538464,0.056502344873345524,b
6964,former ny,1,2,968,1,0,0,0,0,969,0,0.7505543811187221,0.9989680082559339,0.0010319917440660474,0.0,0.0,0.0,0.0,0.9835234870033843,g
6967,busted,0,1,0,0,0,2,30,28,60,0,-0.05464818640640773,0.0,0.0,0.0,0.03333333333333333,0.5,0.4666666666666667,0.047909521823706835,b
6976,loves,5,1,0,0,0,1,51,1,53,0,-0.06084886624433502,0.0,0.0,0.0,0.018867924528301886,0.9622641509433962,0.018867924528301886,0.0039078126784525356,b
6990,weiner,0,1,3519,1,1889,65,302,427,6203,0,5.3868912770775,0.5673061421892632,0.00016121231662098983,0.3045300660970498,0.01047880058036434,0.048686119619538934,0.06883765919716266,0.9248873079490585,g
6992,pizza gate,1,2,3,1,0,0,80,0,84,0,-0.0333887126763713,0.03571428571428571,0.011904761904761904,0.0,0.0,0.9523809523809523,0.0,0.00406295897449681,b
6993,happy,0,1,33,0,885,0,524,259,1701,0,1.3989683298848332,0.019400352733686066,0.0,0.5202821869488536,0.0,0.3080540858318636,0.1522633744855967,0.17669157150593615,b
6995,anthony's weiner,0,2,40,15,0,1,0,3,59,0,-0.055533997811825914,0.6779661016949152,0.2542372881355932,0.0,0.01694915254237288,0.0,0.05084745762711865,0.9335231009611057,g
6997,internet,0,1,8,0,0,0,41,50,99,0,-0.02010154159509853,0.08080808080808081,0.0,0.0,0.0,0.41414141414141414,0.5050505050505051,0.0950774049459596,b
6998,truth,0,1,2,0,8,6,1056,21,1093,0,0.860394995390577,0.0018298261665141812,0.0,0.007319304666056725,0.0054894784995425435,0.9661482159194876,0.0192131747483989,0.0037490011441558015,b
7000,interview,6,1,0,0,0,1,18,1,20,0,-0.09008064262313512,0.0,0.0,0.0,0.05,0.9,0.05,0.00566285573880025,b
7002,ask,6,1,5,0,1,0,51,10,67,0,-0.04844750656848044,0.07462686567164178,0.0,0.014925373134328358,0.0,0.7611940298507462,0.14925373134328357,0.013842117125404074,b
7006,picture of anthony weiner,3,4,1,8,0,0,1,0,10,0,-0.09893875667731696,0.1,0.8,0.0,0.0,0.1,0.0,0.3812447257187496,b
7007,bbcworld,12,1,1,0,7,1,0,2,11,0,-0.09805294527189877,0.09090909090909091,0.0,0.6363636363636364,0.09090909090909091,0.0,0.18181818181818182,0.7187289795190441,a
7011,nbc nightly news,14,3,15,1,0,0,0,0,16,0,-0.09362388824480786,0.9375,0.0625,0.0,0.0,0.0,0.0,0.9528704667028097,g
7018,jared,0,1,110,0,4,0,0,24,138,0,0.014445103216210672,0.7971014492753623,0.0,0.028985507246376812,0.0,0.0,0.17391304347826086,0.9729459563363704,g
7024,mafia,0,1,14,0,0,0,1,1,16,0,-0.09362388824480786,0.875,0.0,0.0,0.0,0.0625,0.0625,0.9723836931923271,g
7032,classified email,10,2,0,0,0,2,15,0,17,0,-0.09273807683938967,0.0,0.0,0.0,0.11764705882352941,0.8823529411764706,0.0,0.006360213426874308,b
7035,denmark,0,1,34,0,0,0,0,0,34,0,-0.07767928294728053,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7036,hacked,1,1,2,0,0,0,276,1,279,0,0.1393445113801747,0.007168458781362007,0.0,0.0,0.0,0.989247311827957,0.0035842293906810036,0.003401511733302299,b
7037,see,0,1,10,0,54,2,1820,48,1934,0,1.6053623873472704,0.005170630816959669,0.0,0.027921406411582212,0.001034126163391934,0.9410548086866598,0.02481902792140641,0.004256046365904225,b
7039,ego,0,1,1,0,0,0,21,0,22,0,-0.08830901981229874,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,0.0,0.00467159604413729,b
7047,tiny,13,1,20,0,0,0,5,1,26,0,-0.084765774190626,0.7692307692307693,0.0,0.0,0.0,0.19230769230769232,0.038461538461538464,0.9144492163087183,g
7049,united,0,1,19,0,1,0,1,4,25,0,-0.08565158559604419,0.76,0.0,0.04,0.0,0.04,0.16,0.9612877063201649,g
7058,forget,0,1,224,0,5,1,3471,999,4700,0,4.055516734733969,0.04765957446808511,0.0,0.0010638297872340426,0.0002127659574468085,0.7385106382978723,0.2125531914893617,0.013824646482001818,b
7068,4classified,2,1,0,0,0,0,11,0,11,0,-0.09805294527189877,0.0,0.0,0.0,0.0,1.0,0.0,0.0031516051485132664,b
7069,website,1,1,1,0,9,0,5,2,17,0,-0.09273807683938967,0.058823529411764705,0.0,0.5294117647058824,0.0,0.29411764705882354,0.11764705882352941,0.22042214515696607,b
7072,deputy of dnc,0,3,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
7074,little,6,1,1,0,4,0,224,6,235,0,0.10036880954177457,0.00425531914893617,0.0,0.01702127659574468,0.0,0.9531914893617022,0.02553191489361702,0.003976409994759231,b
7085,dad,0,1,14,0,1,0,41,7,63,0,-0.05199075219015317,0.2222222222222222,0.0,0.015873015873015872,0.0,0.6507936507936508,0.1111111111111111,0.04970990130955555,b
7089,cnn,0,1,2,1,21,1542,27,230,1823,0,1.5070373213458519,0.0010970927043335162,0.0005485463521667581,0.01151947339550192,0.845858475041141,0.014810751508502468,0.12616566099835436,0.9046193949359755,g
7096,timing,8,1,1,0,1,1,42,0,45,0,-0.0679353574876805,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223,0.9333333333333333,0.0,0.005008741535396931,b
7097,prevent,1,1,1,0,0,0,14,0,15,0,-0.09450969965022604,0.06666666666666667,0.0,0.0,0.0,0.9333333333333333,0.0,0.0056459080796242254,b
7099,deviant,6,1,1,0,0,0,12,3,16,0,-0.09362388824480786,0.0625,0.0,0.0,0.0,0.75,0.1875,0.013839895946653797,b
7102,allied,19,1,11,0,0,0,0,0,11,0,-0.09805294527189877,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7103,come home,0,2,1,0,0,0,9,1,11,0,-0.09805294527189877,0.09090909090909091,0.0,0.0,0.0,0.8181818181818182,0.09090909090909091,0.009555339869370717,b
7112,chicken,0,1,1,0,1,0,10,0,12,0,-0.09716713386648058,0.08333333333333333,0.0,0.08333333333333333,0.0,0.8333333333333334,0.0,0.01038885538825422,b
7114,sides,0,1,1,0,0,0,9,2,12,0,-0.09716713386648058,0.08333333333333333,0.0,0.0,0.0,0.75,0.16666666666666666,0.015161011874981785,b
7126,democrat,0,1,274,0,248,2,134,42,700,0,0.5122711130612304,0.3914285714285714,0.0,0.35428571428571426,0.002857142857142857,0.19142857142857142,0.06,0.6971098105055417,a
7130,maga,0,1,0,0,0,18,0,11,29,0,-0.08210833997437145,0.0,0.0,0.0,0.6206896551724138,0.0,0.3793103448275862,0.8361794847960032,g
7132,af1,0,1,0,0,0,63,0,38,101,0,-0.01832991878426216,0.0,0.0,0.0,0.6237623762376238,0.0,0.37623762376237624,0.8374904347867462,g
7133,liberals,0,1,144,0,157,2,186,47,536,0,0.3669980425726481,0.26865671641791045,0.0,0.292910447761194,0.0037313432835820895,0.34701492537313433,0.08768656716417911,0.3192005991985767,b
7135,protection,0,1,1,0,0,0,42,1,44,0,-0.06882116889309868,0.022727272727272728,0.0,0.0,0.0,0.9545454545454546,0.022727272727272728,0.004233508693904544,b
7138,prosecute,13,1,1,0,0,0,1116,2,1119,0,0.8834260919314497,0.0008936550491510277,0.0,0.0,0.0,0.9973190348525469,0.0017873100983020554,0.00319981157556621,b
7141,daily caller,4,2,7,0,0,0,0,3,10,0,-0.09893875667731696,0.7,0.0,0.0,0.0,0.0,0.3,0.9419997955891993,g
7143,poor anthony weiner,1,3,10,5,0,0,0,3,18,0,-0.09185226543397149,0.5555555555555556,0.2777777777777778,0.0,0.0,0.0,0.16666666666666666,0.8183677448359925,g
7148,accountable,9,1,0,0,0,9,19,9,37,0,-0.07502184873102598,0.0,0.0,0.0,0.24324324324324326,0.5135135135135135,0.24324324324324326,0.073998033673631,b
7149,3rd,5,1,0,0,0,0,523,1,524,0,0.3563683057076299,0.0,0.0,0.0,0.0,0.9980916030534351,0.0019083969465648854,0.0031772922257575346,b
7153,master,10,1,2,0,0,0,66,0,68,0,-0.04756169516306225,0.029411764705882353,0.0,0.0,0.0,0.9705882352941176,0.0,0.004057744344200754,b
7156,reach,2,1,6,0,1,0,10,0,17,0,-0.09273807683938967,0.35294117647058826,0.0,0.058823529411764705,0.0,0.5882352941176471,0.0,0.12374311116479694,b
7157,teenager,7,1,2,0,0,0,62,0,64,0,-0.051104940784734994,0.03125,0.0,0.0,0.0,0.96875,0.0,0.004123335144502287,b
7158,weiner pleads guilty,0,3,4,112,0,25,1,186,328,0,0.18274927024566573,0.012195121951219513,0.34146341463414637,0.0,0.07621951219512195,0.003048780487804878,0.5670731707317073,0.3794551839100457,b
7160,former u.s. representative anthony weiner,0,5,25,0,0,0,0,0,25,0,-0.08565158559604419,1.0,0.0,0.0,0.0,0.0,0.0,0.8123066024194205,g
7162,democrat party,1,2,113,424,0,0,237,1,775,0,0.5787069684675943,0.14580645161290323,0.5470967741935484,0.0,0.0,0.3058064516129032,0.0012903225806451613,0.14661791158897386,b
7163,wesupport45,5,1,15,0,0,0,0,0,15,0,-0.09450969965022604,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
7169,teach,0,1,1,0,0,0,27,0,28,0,-0.08299415137978963,0.03571428571428571,0.0,0.0,0.0,0.9642857142857143,0.0,0.0042875705439202735,b
7170,god bless the usa,16,4,182,0,0,0,0,0,182,0,0.0534208050546108,1.0,0.0,0.0,0.0,0.0,0.0,0.9064113614370501,g
7175,police,4,1,2,0,2,0,58,0,62,0,-0.05287656359557136,0.03225806451612903,0.0,0.03225806451612903,0.0,0.9354838709677419,0.0,0.004906587198090701,b
7179,sexual predator,7,2,1,0,0,0,750,0,751,0,0.5574474947375578,0.0013315579227696406,0.0,0.0,0.0,0.9986684420772304,0.0,0.002906202782212889,b
7187,volunteer,6,1,1,0,0,0,19,0,20,0,-0.09008064262313512,0.05,0.0,0.0,0.0,0.95,0.0,0.004863669799291907,b
7189,🚨anthony weiner,7,2,0,19,0,0,0,0,19,0,-0.0909664540285533,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
7196,world,0,1,232,0,0,1,780,36,1049,0,0.8214192935521768,0.22116301239275502,0.0,0.0,0.0009532888465204957,0.7435653002859867,0.034318398474737846,0.029734561195499755,b
7197,really means,16,2,18,0,0,0,0,0,18,0,-0.09185226543397149,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
7198,u.s. armed forces,16,3,75,3,0,0,0,0,78,0,-0.038703581108880405,0.9615384615384616,0.038461538461538464,0.0,0.0,0.0,0.0,0.9567154955081949,g
7199,fly,0,1,1,0,2,0,1253,6,1262,0,1.0100971229062503,0.000792393026941363,0.0,0.001584786053882726,0.0,0.9928684627575277,0.004754358161648178,0.003262973328161417,b
7201,loretta lynch,10,2,5,0,0,0,0,6,11,0,-0.09805294527189877,0.45454545454545453,0.0,0.0,0.0,0.0,0.5454545454545454,0.8316902445157242,g
7203,statedept,0,1,42,0,0,0,0,2,44,0,-0.06882116889309868,0.9545454545454546,0.0,0.0,0.0,0.0,0.045454545454545456,0.9855265559332382,g
7214,hillary ja,7,2,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
